person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income,log_loan_amnt
26,94000,MORTGAGE,8,PERSONAL,A,15000,0.0617,0,0.159574468,N,2,11.4510607,9.615872145
24,94000,MORTGAGE,4,EDUCATION,B,25000,0.1149,0,0.265957447,N,4,11.4510607,10.1266711
22,40000,RENT,0,MEDICAL,A,12800,0.089,1,0.32,N,2,10.59665973,9.457278572
21,40000,RENT,4,VENTURE,B,12800,0.1269,1,0.32,N,2,10.59665973,9.457278572
23,40000,RENT,5,EDUCATION,D,12800,0.16,1,0.32,Y,3,10.59665973,9.457278572
25,94000,MORTGAGE,5,MEDICAL,B,20000,0.1099,0,0.212765957,N,4,11.4510607,9.903537551
26,42000,RENT,4,EDUCATION,B,12800,0.1059,0,0.304761905,N,2,10.64544871,9.457278572
22,44400,RENT,3,EDUCATION,C,12800,0.1273,0,0.288288288,N,2,10.70101727,9.457278572
26,94000,MORTGAGE,1,DEBTCONSOLIDATION,A,5000,0.0768,0,0.053191489,N,3,11.4510607,8.517393171
22,42200,RENT,6,VENTURE,D,12800,0.1521,1,0.303317536,N,2,10.6501992,9.457278572
23,46000,RENT,2,EDUCATION,F,12800,0.1941,1,0.27826087,Y,3,10.73641841,9.457278572
26,52992,RENT,6,HOMEIMPROVEMENT,A,12800,0.0542,0,0.241545894,N,4,10.87791511,9.457278572
22,94200,MORTGAGE,6,PERSONAL,B,20000,0.0888,0,0.212314225,N,2,11.45318608,9.903537551
23,94200,MORTGAGE,6,EDUCATION,A,18000,0.0654,0,0.191082803,N,3,11.45318608,9.798182591
22,94342,MORTGAGE,4,EDUCATION,B,2400,0.1059,0,0.025439359,N,4,11.45469236,7.783640596
25,94400,MORTGAGE,4,PERSONAL,A,35000,0.0749,0,0.370762712,N,3,11.45530695,10.46313191
24,56000,RENT,0,EDUCATION,B,12800,0.1099,0,0.228571429,N,4,10.93312483,9.457278572
26,94500,OWN,10,VENTURE,A,2000,0.0542,0,0.021164021,N,2,11.4563657,7.601402335
25,94500,MORTGAGE,5,HOMEIMPROVEMENT,B,13500,0.1,0,0.142857143,N,2,11.4563657,9.510519036
23,58000,RENT,1,MEDICAL,B,12800,0.1242,0,0.220689655,N,2,10.96821553,9.457278572
23,60000,RENT,2,DEBTCONSOLIDATION,B,12800,0.1059,0,0.213333333,N,4,11.00211651,9.457278572
22,94692,MORTGAGE,5,EDUCATION,B,20000,0.1149,0,0.211211084,N,4,11.45839536,9.903537551
26,60000,RENT,7,VENTURE,C,12800,0.1284,0,0.213333333,N,2,11.00211651,9.457278572
23,94800,MORTGAGE,7,DEBTCONSOLIDATION,C,6000,0.1427,0,0.063291139,Y,3,11.45953524,8.699681401
26,94800,MORTGAGE,10,DEBTCONSOLIDATION,A,14000,0.0603,0,0.147679325,N,4,11.45953524,9.546884035
23,82800,MORTGAGE,1,HOMEIMPROVEMENT,B,12000,0.0976,1,0.144927536,N,2,11.32419542,9.392745259
23,94940,MORTGAGE,4,VENTURE,A,2000,0.0542,0,0.021065936,N,3,11.46101093,7.601402335
23,94965,MORTGAGE,3,EDUCATION,C,8000,0.1322,0,0.084241563,N,2,11.46127421,8.987321813
25,94976,MORTGAGE,5,DEBTCONSOLIDATION,B,20000,0.1074,0,0.210579515,N,3,11.46139004,9.903537551
23,64000,RENT,6,EDUCATION,C,12800,0.1435,0,0.2,Y,4,11.06665399,9.457278572
23,95000,MORTGAGE,0,VENTURE,B,10000,0.0991,0,0.105263158,N,3,11.4616427,9.210440367
23,95000,MORTGAGE,7,EDUCATION,A,19000,0.0751,0,0.2,N,4,11.4616427,9.852246888
21,71232,RENT,5,VENTURE,D,12800,0.1496,0,0.179694519,N,4,11.17371147,9.457278572
23,95000,MORTGAGE,4,MEDICAL,A,4400,0.079,0,0.046315789,N,3,11.4616427,8.389587067
24,77385,RENT,4,MEDICAL,A,12800,0.1099,0,0.165406733,N,4,11.25656116,9.457278572
23,70550,MORTGAGE,7,MEDICAL,A,15000,0.089,1,0.212615167,N,4,11.16409113,9.615872145
23,95000,MORTGAGE,7,EDUCATION,A,35000,0.079,0,0.368421053,N,4,11.4616427,10.46313191
24,78600,RENT,0,HOMEIMPROVEMENT,D,12800,0.1411,1,0.162849873,Y,4,11.2721397,9.457278572
25,103000,RENT,9,HOMEIMPROVEMENT,D,12800,0.157,0,0.124271845,Y,4,11.54249398,9.457278572
24,95000,MORTGAGE,1,PERSONAL,B,7450,0.1269,0,0.078421053,N,4,11.4616427,8.916103531
22,95000,MORTGAGE,2,DEBTCONSOLIDATION,A,24000,0.079,0,0.252631579,N,4,11.4616427,10.08585078
22,95000,MORTGAGE,4,EDUCATION,A,6400,0.079,0,0.067368421,N,4,11.4616427,8.764209507
24,95000,MORTGAGE,7,HOMEIMPROVEMENT,B,10000,0.1065,0,0.105263158,N,4,11.4616427,9.210440367
24,95000,MORTGAGE,7,DEBTCONSOLIDATION,B,15000,0.1269,0,0.157894737,N,2,11.4616427,9.615872145
26,35000,RENT,10,MEDICAL,B,12875,0.1099,1,0.367857143,N,2,10.46313191,9.463120392
26,95000,MORTGAGE,10,PERSONAL,A,6600,0.0751,0,0.069473684,N,4,11.4616427,8.794976432
22,31760,RENT,3,PERSONAL,B,12875,0.1253,1,0.405384131,N,4,10.3659944,9.463120392
26,95000,MORTGAGE,10,VENTURE,C,15000,0.1596,0,0.157894737,Y,2,11.4616427,9.615872145
21,44000,RENT,0,EDUCATION,D,12875,0.1531,1,0.292613636,N,2,10.69196764,9.463120392
22,95000,MORTGAGE,3,DEBTCONSOLIDATION,B,7200,0.1149,0,0.075789474,N,2,11.4616427,8.881975184
24,58155,RENT,8,HOMEIMPROVEMENT,E,12950,0.1099,0,0.222680767,N,4,10.97088433,9.468928284
22,50000,RENT,0,DEBTCONSOLIDATION,B,13000,0.1242,0,0.26,N,2,10.81979828,9.472781557
23,95000,MORTGAGE,8,MEDICAL,C,7200,0.1479,0,0.075789474,Y,4,11.4616427,8.881975184
23,44000,RENT,1,EDUCATION,E,13000,0.1839,1,0.295454545,Y,3,10.69196764,9.472781557
22,50000,RENT,3,MEDICAL,C,13000,0.1223,0,0.26,N,3,10.81979828,9.472781557
26,50000,RENT,0,HOMEIMPROVEMENT,B,13000,0.1099,0,0.26,N,3,10.81979828,9.472781557
22,33716,OWN,6,EDUCATION,A,13750,0.0692,0,0.407818247,N,2,10.42575744,9.528866828
26,95000,MORTGAGE,1,PERSONAL,B,24000,0.1099,0,0.252631579,N,3,11.4616427,10.08585078
23,44000,RENT,0,HOMEIMPROVEMENT,F,13000,0.1726,1,0.295454545,Y,3,10.69196764,9.472781557
23,95000,MORTGAGE,7,VENTURE,B,12000,0.1199,0,0.126315789,N,3,11.4616427,9.392745259
26,50000,RENT,0,MEDICAL,C,13000,0.1209,0,0.26,N,3,10.81979828,9.472781557
26,95000,MORTGAGE,9,EDUCATION,D,25000,0.1689,0,0.263157895,Y,2,11.4616427,10.1266711
24,45996,RENT,1,MEDICAL,C,13000,0.1347,1,0.282633272,Y,2,10.73633146,9.472781557
24,83000,MORTGAGE,2,DEBTCONSOLIDATION,D,28000,0.1649,1,0.337349398,Y,3,11.32660793,10.2399955
24,95000,MORTGAGE,3,DEBTCONSOLIDATION,B,35000,0.1199,0,0.368421053,N,2,11.4616427,10.46313191
25,52000,RENT,3,PERSONAL,D,13000,0.1531,0,0.25,Y,2,10.85901823,9.472781557
25,95000,MORTGAGE,5,VENTURE,B,18000,0.1099,0,0.189473684,N,3,11.4616427,9.798182591
22,95000,MORTGAGE,0,EDUCATION,A,10400,0.0542,0,0.109473684,N,4,11.4616427,9.249657234
22,52128,RENT,6,VENTURE,A,13000,0.0894,0,0.249386126,N,2,10.86147669,9.472781557
23,95000,MORTGAGE,3,MEDICAL,A,9950,0.0849,0,0.104736842,N,4,11.4616427,9.205428328
24,95000,MORTGAGE,4,MEDICAL,C,5750,0.1099,0,0.060526316,Y,4,11.4616427,8.657129032
22,48000,RENT,3,HOMEIMPROVEMENT,A,13000,0.0788,1,0.270833333,N,3,10.77897712,9.472781557
22,95000,MORTGAGE,2,MEDICAL,B,5000,0.1059,0,0.052631579,N,2,11.4616427,8.517393171
25,95000,MORTGAGE,0,DEBTCONSOLIDATION,B,15000,0.1149,0,0.157894737,N,3,11.4616427,9.615872145
24,95000,OWN,4,HOMEIMPROVEMENT,C,10000,0.1523,0,0.105263158,Y,3,11.4616427,9.210440367
26,54000,RENT,3,HOMEIMPROVEMENT,E,13000,0.1793,0,0.240740741,Y,2,10.89675784,9.472781557
22,95000,MORTGAGE,0,MEDICAL,A,9000,0.0849,0,0.094736842,N,2,11.4616427,9.105090961
25,55000,RENT,9,HOMEIMPROVEMENT,A,13000,0.0751,0,0.236363636,N,4,10.91510665,9.472781557
23,95000,MORTGAGE,6,EDUCATION,C,20000,0.1417,0,0.210526316,Y,4,11.4616427,9.903537551
22,33600,OWN,4,PERSONAL,C,12000,0.1306,0,0.357142857,Y,4,10.42231111,9.392745259
23,83000,MORTGAGE,7,EDUCATION,B,24175,0.1111,1,0.29126506,N,2,11.32660793,10.09311568
26,95000,MORTGAGE,1,VENTURE,B,15000,0.1037,0,0.157894737,N,4,11.4616427,9.615872145
24,56000,RENT,2,DEBTCONSOLIDATION,B,13000,0.1183,0,0.232142857,N,4,10.93312483,9.472781557
24,95000,OWN,8,PERSONAL,C,4800,0.1343,0,0.050526316,N,3,11.4616427,8.476579509
23,33600,OWN,4,VENTURE,A,4000,0.0579,0,0.119047619,N,4,10.42231111,8.294299609
23,95000,MORTGAGE,7,DEBTCONSOLIDATION,A,4500,0.0692,0,0.047368421,N,3,11.4616427,8.412054873
26,95000,MORTGAGE,9,VENTURE,D,17000,0.1565,0,0.178947368,N,2,11.4616427,9.741027445
25,95000,MORTGAGE,8,EDUCATION,B,6800,0.0963,0,0.071578947,N,4,11.4616427,8.824824939
22,60000,RENT,6,VENTURE,B,13000,0.0999,0,0.216666667,N,4,11.00211651,9.472781557
21,33600,OWN,6,PERSONAL,C,9600,0.1398,0,0.285714286,Y,4,10.42231111,9.169622539
24,95000,MORTGAGE,0,MEDICAL,B,12000,0.1036,0,0.126315789,N,4,11.4616427,9.392745259
22,95000,MORTGAGE,0,MEDICAL,A,6875,0.0654,0,0.072368421,N,2,11.4616427,8.835792367
22,60000,RENT,0,DEBTCONSOLIDATION,A,13000,0.0894,0,0.216666667,N,2,11.00211651,9.472781557
25,62000,RENT,2,HOMEIMPROVEMENT,A,13000,0.0691,0,0.209677419,N,2,11.03490579,9.472781557
24,33600,OWN,8,VENTURE,A,2500,0.0639,0,0.074404762,N,3,10.42231111,7.824445931
22,95000,MORTGAGE,1,EDUCATION,C,7200,0.1223,0,0.075789474,Y,4,11.4616427,8.881975184
21,33600,OWN,5,MEDICAL,A,10000,0.0788,0,0.297619048,N,2,10.42231111,9.210440367
26,95000,MORTGAGE,10,EDUCATION,A,7275,0.0691,0,0.076578947,N,4,11.4616427,8.89233654
22,64000,RENT,7,EDUCATION,D,13000,0.1411,0,0.203125,Y,3,11.06665399,9.472781557
24,95000,OWN,8,EDUCATION,E,25000,0.1632,0,0.263157895,N,3,11.4616427,10.1266711
21,33600,OWN,5,VENTURE,B,3000,0.1183,0,0.089285714,N,4,10.42231111,8.006700845
24,65000,RENT,6,EDUCATION,C,13000,0.1349,0,0.2,Y,2,11.08215793,9.472781557
23,95000,MORTGAGE,2,VENTURE,A,4000,0.0788,0,0.042105263,N,3,11.4616427,8.294299609
22,65000,RENT,3,EDUCATION,E,13000,0.1099,0,0.2,Y,4,11.08215793,9.472781557
22,95000,MORTGAGE,6,MEDICAL,A,12000,0.0751,0,0.126315789,N,3,11.4616427,9.392745259
24,65004,RENT,0,VENTURE,B,13000,0.1099,0,0.199987693,N,2,11.08221947,9.472781557
24,95000,MORTGAGE,3,HOMEIMPROVEMENT,A,18000,0.0788,0,0.189473684,N,2,11.4616427,9.798182591
25,95000,MORTGAGE,4,EDUCATION,A,6500,0.0714,0,0.068421053,N,3,11.4616427,8.77971129
23,60000,RENT,3,MEDICAL,A,13000,0.0766,1,0.216666667,N,4,11.00211651,9.472781557
21,95000,MORTGAGE,5,VENTURE,A,15000,0.1099,0,0.157894737,N,2,11.4616427,9.615872145
24,67500,RENT,1,VENTURE,C,13000,0.1398,0,0.192592593,Y,3,11.11989769,9.472781557
26,95000,MORTGAGE,0,EDUCATION,D,20000,0.1496,0,0.210526316,N,3,11.4616427,9.903537551
26,95000,MORTGAGE,10,VENTURE,B,5000,0.0988,0,0.052631579,N,2,11.4616427,8.517393171
24,95000,MORTGAGE,8,VENTURE,D,16000,0.1533,0,0.168421053,N,3,11.4616427,9.680406499
23,95000,MORTGAGE,7,EDUCATION,C,15000,0.1273,0,0.157894737,Y,4,11.4616427,9.615872145
24,95000,MORTGAGE,2,VENTURE,B,20000,0.1062,0,0.210526316,N,4,11.4616427,9.903537551
24,95000,MORTGAGE,2,EDUCATION,A,5000,0.0788,0,0.052631579,N,3,11.4616427,8.517393171
23,69996,RENT,8,EDUCATION,B,13000,0.1158,0,0.185724899,N,3,11.15620766,9.472781557
22,95000,MORTGAGE,6,DEBTCONSOLIDATION,B,12000,0.1099,0,0.126315789,N,4,11.4616427,9.392745259
23,95000,OWN,2,EDUCATION,A,10900,0.0774,0,0.114736842,N,4,11.4616427,9.296609807
24,70000,RENT,0,HOMEIMPROVEMENT,A,13000,0.079,0,0.185714286,N,3,11.15626481,9.472781557
26,95000,OWN,0,MEDICAL,A,1000,0.0894,0,0.010526316,N,4,11.4616427,6.908754779
23,95000,MORTGAGE,7,PERSONAL,F,25000,0.1878,0,0.263157895,N,4,11.4616427,10.1266711
24,70000,RENT,2,DEBTCONSOLIDATION,B,13000,0.1,0,0.185714286,N,2,11.15626481,9.472781557
26,95000,OWN,5,EDUCATION,A,8000,0.1099,0,0.084210526,N,2,11.4616427,8.987321813
23,95000,MORTGAGE,7,EDUCATION,B,14400,0.1183,0,0.151578947,N,3,11.4616427,9.575052928
23,83000,MORTGAGE,5,EDUCATION,B,20000,0.1183,1,0.240963855,N,4,11.32660793,9.903537551
23,83000,MORTGAGE,5,DEBTCONSOLIDATION,D,5000,0.1461,1,0.060240964,N,2,11.32660793,8.517393171
24,75000,RENT,3,HOMEIMPROVEMENT,B,13000,0.1099,0,0.173333333,N,4,11.22525673,9.472781557
21,83000,MORTGAGE,5,PERSONAL,C,15000,0.1284,1,0.180722892,Y,4,11.32660793,9.615872145
23,95000,MORTGAGE,7,PERSONAL,A,6000,0.0768,0,0.063157895,N,3,11.4616427,8.699681401
25,95000,MORTGAGE,0,VENTURE,A,4000,0.08,0,0.042105263,N,4,11.4616427,8.294299609
23,75000,RENT,6,DEBTCONSOLIDATION,A,13000,0.0691,0,0.173333333,N,2,11.22525673,9.472781557
21,33009,OWN,5,VENTURE,B,12000,0.1148,0,0.363537217,N,4,10.40456582,9.392745259
23,33004,OWN,5,EDUCATION,A,5000,0.0859,0,0.151496788,N,4,10.40441434,8.517393171
25,75000,RENT,4,DEBTCONSOLIDATION,B,13000,0.1148,0,0.173333333,N,4,11.22525673,9.472781557
23,76000,RENT,3,MEDICAL,C,13000,0.1099,0,0.171052632,Y,2,11.23850178,9.472781557
22,95000,MORTGAGE,3,PERSONAL,A,10000,0.0907,0,0.105263158,N,3,11.4616427,9.210440367
24,95000,MORTGAGE,4,PERSONAL,B,25000,0.1008,0,0.263157895,N,4,11.4616427,10.1266711
25,83195,RENT,9,PERSONAL,B,13000,0.1171,0,0.156259391,N,3,11.32895455,9.472781557
24,84000,RENT,3,MEDICAL,B,13000,0.1183,0,0.154761905,N,3,11.33858398,9.472781557
25,95000,MORTGAGE,7,PERSONAL,A,5000,0.0743,0,0.052631579,N,2,11.4616427,8.517393171
25,95004,OWN,9,EDUCATION,B,2800,0.0991,0,0.029472443,N,3,11.4616848,7.937731775
23,86000,RENT,6,EDUCATION,B,13000,0.1062,0,0.151162791,N,3,11.3621142,9.472781557
21,83004,MORTGAGE,2,DEBTCONSOLIDATION,D,10000,0.1528,1,0.120476122,N,4,11.32665613,9.210440367
24,95004,MORTGAGE,0,MEDICAL,C,18000,0.1335,0,0.189465707,N,3,11.4616848,9.798182591
25,87000,RENT,6,DEBTCONSOLIDATION,A,13000,0.0729,0,0.149425287,N,2,11.37367489,9.472781557
26,95004,MORTGAGE,10,HOMEIMPROVEMENT,B,24250,0.0888,0,0.25525241,N,3,11.4616848,10.09621313
24,95004,MORTGAGE,8,VENTURE,A,16000,0.0579,0,0.168413962,N,4,11.4616848,9.680406499
23,90000,RENT,4,DEBTCONSOLIDATION,C,13000,0.1273,0,0.144444444,N,2,11.40757606,9.472781557
25,95004,MORTGAGE,9,EDUCATION,A,18000,0.0751,0,0.189465707,N,4,11.4616848,9.798182591
23,95004,MORTGAGE,4,VENTURE,A,10000,0.0751,0,0.105258726,N,4,11.4616848,9.210440367
22,95004,OWN,6,EDUCATION,B,7200,0.1095,0,0.075786283,N,4,11.4616848,8.881975184
24,90000,RENT,0,PERSONAL,A,13000,0.0894,0,0.144444444,N,4,11.40757606,9.472781557
25,95111,MORTGAGE,9,PERSONAL,C,18000,0.1472,0,0.189252558,N,4,11.46281042,9.798182591
24,83290,MORTGAGE,5,DEBTCONSOLIDATION,A,6000,0.0932,1,0.072037459,N,3,11.33009578,8.699681401
23,95327,OWN,4,VENTURE,A,4325,0.0774,0,0.045370147,N,2,11.46507886,8.372398607
21,95400,MORTGAGE,0,PERSONAL,A,12000,0.0542,0,0.125786164,N,2,11.46584434,9.392745259
26,95400,MORTGAGE,8,PERSONAL,C,5000,0.1268,0,0.052410901,N,3,11.46584434,8.517393171
26,69700,RENT,4,MEDICAL,D,13000,0.1442,1,0.18651363,Y,2,11.15196994,9.472781557
24,110000,RENT,4,DEBTCONSOLIDATION,A,13000,0.089,0,0.118181818,N,2,11.60824474,9.472781557
26,110400,RENT,9,EDUCATION,A,13000,0.079,0,0.117753623,N,3,11.61187447,9.472781557
24,95610,MORTGAGE,8,VENTURE,B,6000,0.1099,0,0.062754942,N,4,11.46804316,8.699681401
23,95620,MORTGAGE,7,EDUCATION,D,13500,0.1496,0,0.141183853,Y,4,11.46814774,9.510519036
24,90100,RENT,6,MEDICAL,B,13000,0.1269,1,0.144284129,N,4,11.40868654,9.472781557
24,33000,OWN,7,VENTURE,A,14000,0.1099,0,0.424242424,N,2,10.40429314,9.546884035
23,120000,RENT,7,PERSONAL,B,13000,0.1171,0,0.108333333,N,4,11.69525536,9.472781557
26,108000,RENT,3,HOMEIMPROVEMENT,D,13000,0.1599,1,0.12037037,Y,3,11.58989577,9.472781557
24,83904,MORTGAGE,8,DEBTCONSOLIDATION,D,16000,0.1607,1,0.190694127,Y,4,11.33744049,9.680406499
25,96000,MORTGAGE,6,HOMEIMPROVEMENT,C,21000,0.1465,0,0.21875,N,3,11.47211389,9.952325335
24,96000,MORTGAGE,8,HOMEIMPROVEMENT,A,35000,0.079,0,0.364583333,N,4,11.47211389,10.46313191
25,96000,MORTGAGE,4,VENTURE,B,10925,0.1269,0,0.113802083,N,4,11.47211389,9.298900549
22,71400,MORTGAGE,4,MEDICAL,C,21600,0.1527,1,0.302521008,Y,2,11.17606715,9.980494889
22,96000,MORTGAGE,0,EDUCATION,A,3000,0.079,0,0.03125,N,3,11.47211389,8.006700845
22,96000,MORTGAGE,4,EDUCATION,B,5500,0.1269,0,0.057291667,N,3,11.47211389,8.612685173
25,96000,MORTGAGE,9,PERSONAL,D,35000,0.1825,0,0.364583333,Y,2,11.47211389,10.46313191
22,96000,MORTGAGE,6,EDUCATION,C,6000,0.1349,0,0.0625,N,3,11.47211389,8.699681401
23,96000,MORTGAGE,4,PERSONAL,A,9000,0.0662,0,0.09375,N,4,11.47211389,9.105090961
25,96000,MORTGAGE,9,MEDICAL,A,14000,0.0603,0,0.145833333,N,3,11.47211389,9.546884035
23,96000,MORTGAGE,5,PERSONAL,A,1500,0.0662,0,0.015625,N,3,11.47211389,7.313886832
26,96000,MORTGAGE,10,HOMEIMPROVEMENT,E,24000,0.1942,0,0.25,N,4,11.47211389,10.08585078
25,57840,RENT,5,MEDICAL,B,13600,0.0999,0,0.235131397,N,2,10.96545315,9.517898598
24,96000,MORTGAGE,5,DEBTCONSOLIDATION,A,5000,0.089,0,0.052083333,N,4,11.47211389,8.517393171
25,96000,MORTGAGE,5,DEBTCONSOLIDATION,A,35000,0.0749,0,0.364583333,N,3,11.47211389,10.46313191
25,68000,RENT,2,DEBTCONSOLIDATION,B,13600,0.1,0,0.2,N,3,11.12727769,9.517898598
22,70000,RENT,5,PERSONAL,A,13600,0.0729,0,0.194285714,N,4,11.15626481,9.517898598
24,96000,MORTGAGE,1,HOMEIMPROVEMENT,B,4800,0.1199,0,0.05,N,3,11.47211389,8.476579509
26,96000,MORTGAGE,3,PERSONAL,A,10000,0.0542,0,0.104166667,N,3,11.47211389,9.210440367
22,70000,RENT,6,PERSONAL,B,13600,0.1221,0,0.194285714,N,4,11.15626481,9.517898598
25,73000,RENT,9,PERSONAL,B,13600,0.1199,0,0.18630137,N,2,11.19822842,9.517898598
23,78625,RENT,3,PERSONAL,B,13600,0.0988,0,0.172972973,N,3,11.27245771,9.517898598
25,96000,MORTGAGE,10,VENTURE,A,20000,0.0699,0,0.208333333,N,3,11.47211389,9.903537551
23,96000,MORTGAGE,2,MEDICAL,A,12000,0.0749,0,0.125,N,4,11.47211389,9.392745259
24,96000,MORTGAGE,8,HOMEIMPROVEMENT,A,11000,0.0599,0,0.114583333,N,2,11.47211389,9.305741457
23,85000,RENT,5,PERSONAL,A,13600,0.0603,0,0.16,N,3,11.3504183,9.517898598
24,96000,MORTGAGE,6,VENTURE,A,12000,0.0542,0,0.125,N,4,11.47211389,9.392745259
25,33000,OWN,7,VENTURE,B,8000,0.1038,0,0.242424242,N,2,10.40429314,8.987321813
23,96000,OWN,8,MEDICAL,C,8000,0.1349,0,0.083333333,N,3,11.47211389,8.987321813
24,96000,MORTGAGE,8,VENTURE,A,4200,0.0599,0,0.04375,N,3,11.47211389,8.343077871
26,64900,RENT,4,MEDICAL,B,13625,0.1099,0,0.209938367,N,3,11.08061831,9.519735011
23,96000,MORTGAGE,7,EDUCATION,A,4000,0.0542,0,0.041666667,N,2,11.47211389,8.294299609
23,96000,MORTGAGE,1,EDUCATION,A,10000,0.0749,0,0.104166667,N,3,11.47211389,9.210440367
22,96000,MORTGAGE,6,EDUCATION,A,9000,0.0749,0,0.09375,N,4,11.47211389,9.105090961
25,33000,RENT,0,DEBTCONSOLIDATION,E,13650,0.1635,1,0.413636364,N,4,10.40429314,9.521568058
21,33000,OWN,2,EDUCATION,C,11000,0.1311,0,0.333333333,Y,3,10.40429314,9.305741457
24,96000,MORTGAGE,2,VENTURE,B,4200,0.1099,0,0.04375,N,4,11.47211389,8.343077871
24,33000,OWN,9,VENTURE,C,8000,0.1426,0,0.242424242,Y,3,10.40429314,8.987321813
21,33000,OWN,4,EDUCATION,D,5000,0.1461,0,0.151515152,Y,3,10.40429314,8.517393171
25,84000,MORTGAGE,9,DEBTCONSOLIDATION,D,5000,0.1602,1,0.05952381,N,3,11.33858398,8.517393171
26,96000,MORTGAGE,6,MEDICAL,B,20000,0.1111,0,0.208333333,N,4,11.47211389,9.903537551
23,96000,MORTGAGE,2,PERSONAL,A,7000,0.0579,0,0.072916667,N,3,11.47211389,8.853808275
26,96000,MORTGAGE,4,VENTURE,B,11625,0.1,0,0.12109375,N,3,11.47211389,9.360999248
26,96000,MORTGAGE,10,VENTURE,A,8000,0.0729,0,0.083333333,N,4,11.47211389,8.987321813
22,96000,MORTGAGE,6,VENTURE,C,25000,0.138,0,0.260416667,N,4,11.47211389,10.1266711
23,96000,MORTGAGE,0,VENTURE,B,20000,0.1111,0,0.208333333,N,2,11.47211389,9.903537551
23,33000,OWN,5,VENTURE,B,3600,0.1158,0,0.109090909,N,4,10.40429314,8.188966864
25,45000,RENT,3,MEDICAL,E,13650,0.1879,1,0.303333333,N,2,10.71443999,9.521568058
25,96000,MORTGAGE,9,DEBTCONSOLIDATION,B,18250,0.1111,0,0.190104167,N,4,11.47211389,9.811975152
25,71400,MORTGAGE,9,MEDICAL,D,25000,0.1409,1,0.350140056,N,2,11.17606715,10.1266711
22,96000,MORTGAGE,2,EDUCATION,A,12000,0.1099,0,0.125,N,3,11.47211389,9.392745259
26,96000,MORTGAGE,0,HOMEIMPROVEMENT,A,16000,0.0579,0,0.166666667,N,2,11.47211389,9.680406499
21,30000,RENT,0,DEBTCONSOLIDATION,D,13750,0.1505,1,0.458333333,Y,4,10.30898599,9.528866828
25,35000,RENT,0,DEBTCONSOLIDATION,A,13750,0.0751,1,0.392857143,N,4,10.46313191,9.528866828
25,84000,MORTGAGE,9,PERSONAL,D,3500,0.1484,1,0.041666667,N,2,11.33858398,8.160803921
22,96000,MORTGAGE,3,EDUCATION,A,20000,0.0788,0,0.208333333,N,3,11.47211389,9.903537551
26,32956,OWN,10,MEDICAL,A,10000,0.0849,0,0.303434883,N,3,10.40295896,9.210440367
22,53591,RENT,6,EDUCATION,D,13750,0.1496,0,0.256572932,N,2,10.88915508,9.528866828
23,96000,MORTGAGE,1,VENTURE,B,5000,0.1038,0,0.052083333,N,4,11.47211389,8.517393171
21,32868,OWN,2,VENTURE,C,2500,0.1361,0,0.076061823,Y,3,10.40028524,7.824445931
23,32800,OWN,3,VENTURE,A,8000,0.0729,0,0.243902439,N,3,10.39821428,8.987321813
22,96000,MORTGAGE,4,VENTURE,A,8000,0.0788,0,0.083333333,N,4,11.47211389,8.987321813
24,96000,MORTGAGE,5,DEBTCONSOLIDATION,A,15000,0.0751,0,0.15625,N,4,11.47211389,9.615872145
22,32760,OWN,2,VENTURE,C,7000,0.1178,0,0.213675214,Y,4,10.39699406,8.853808275
23,96000,MORTGAGE,7,DEBTCONSOLIDATION,A,5000,0.0751,0,0.052083333,N,2,11.47211389,8.517393171
24,32700,OWN,8,EDUCATION,A,4200,0.0729,0,0.128440367,N,2,10.39516094,8.343077871
24,96000,MORTGAGE,8,MEDICAL,B,2000,0.1038,0,0.020833333,N,3,11.47211389,7.601402335
24,79000,RENT,2,HOMEIMPROVEMENT,A,13800,0.0849,0,0.174683544,N,2,11.27721579,9.532496332
25,80600,RENT,9,PERSONAL,B,13800,0.1199,0,0.171215881,N,3,11.29726634,9.532496332
25,96000,MORTGAGE,6,EDUCATION,B,20000,0.1099,0,0.208333333,N,2,11.47211389,9.903537551
25,96000,OWN,0,EDUCATION,B,4000,0.0988,0,0.041666667,N,3,11.47211389,8.294299609
24,105000,RENT,2,VENTURE,A,13800,0.0766,0,0.131428571,N,2,11.56172515,9.532496332
22,96000,MORTGAGE,3,VENTURE,B,5000,0.1099,0,0.052083333,N,4,11.47211389,8.517393171
26,96000,MORTGAGE,3,EDUCATION,C,12000,0.1311,0,0.125,N,4,11.47211389,9.392745259
23,96000,MORTGAGE,4,EDUCATION,B,20000,0.1099,0,0.208333333,N,3,11.47211389,9.903537551
23,32500,OWN,2,VENTURE,C,5000,0.1399,0,0.153846154,Y,3,10.38902614,8.517393171
25,32500,OWN,9,MEDICAL,B,3600,0.1099,0,0.110769231,N,4,10.38902614,8.188966864
26,96000,MORTGAGE,1,HOMEIMPROVEMENT,B,10000,0.1099,0,0.104166667,N,4,11.47211389,9.210440367
22,71400,MORTGAGE,2,MEDICAL,D,15000,0.1496,1,0.210084034,Y,3,11.17606715,9.615872145
26,71400,OWN,9,MEDICAL,E,16500,0.1645,1,0.231092437,N,3,11.17606715,9.711176264
