person_age,person_emp_length,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,log_person_income,log_loan_amnt,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file
22,0,0.0832,0,0.125,2,11.28979441,9.210440367,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,6,0.0963,0,0.300030003,2,10.59655973,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,8,0.0951,0,0.25,2,11.28979441,9.903537551,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,6,0.1099,1,0.151351351,2,11.21183389,9.323758339,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22,1,0.1438,1,0.337837838,3,11.21183389,10.1266711,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
26,0,0.1099,0,0.300030003,4,10.59655973,9.392745259,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,6,0.1349,0,0.3,2,10.59665973,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,3,0.1527,0,0.030310984,4,11.28984441,7.79399909,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25,0,0.0749,0,0.04499775,4,11.28984441,8.188966864,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,8,0.0617,0,0.07499625,3,11.28984441,8.699681401,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24,7,0.1557,1,0.337819577,3,11.21188794,10.1266711,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
26,0,0.0999,0,0.3,3,10.59665973,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,8,0.1036,0,0.312484376,3,11.28984441,10.1266711,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,2,0.0751,0,0.3,2,10.59665973,9.392745259,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26,4,0.1186,0,0.187490625,3,11.28984441,9.615872145,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,2,0.1099,0,0.3,2,10.59665973,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,2,0.0788,0,0.3,2,10.59665973,9.392745259,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,2,0.1062,0,0.237488126,2,11.28984441,9.852246888,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,1,0.1322,0,0.3,4,10.59665973,9.392745259,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26,0,0.08,0,0.07499625,4,11.28984441,8.699681401,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,4,0.1099,0,0.3,3,10.59665973,9.392745259,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,2,0.1218,0,0.3,4,10.59665973,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,1,0.1158,0,0.3,2,10.59665973,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,3,0.1189,0,0.3,3,10.59665973,9.392745259,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,8,0.0863,0,0.07499625,4,11.28984441,8.699681401,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,7,0.0991,0,0.29925187,2,10.59915655,9.392745259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,6,0.1074,0,0.343761709,3,11.29066902,10.22288629,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,4,0.1037,0,0.141003244,2,11.29154286,9.332646496,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2,0.0991,0,0.374083495,3,11.29224139,10.30898599,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,1,0.0542,0,0.049870337,4,11.29239101,8.294299609,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,0,0.1427,0,0.297619048,3,10.6046277,9.392745259,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22,2,0.0714,0,0.087129699,3,11.29403535,8.853808275,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,2,0.1099,0,0.294117647,2,10.61646187,9.392745259,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25,6,0.1171,0,0.292682927,3,10.62135174,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,9,0.0542,0,0.012437811,3,11.29478189,6.908754779,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,10,0.1749,0,0.310945274,4,11.29478189,10.1266711,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
24,5,0.0579,0,0.149253731,3,11.29478189,9.392745259,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,2,0.0991,1,0.333333333,3,10.49130199,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,4,0.1349,0,0.285714286,2,10.64544871,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,2,0.079,0,0.285714286,4,10.64544871,9.392745259,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,6,0.0849,1,0.067135722,4,11.21824563,8.517393171,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,3,0.1758,0,0.298136646,3,11.29602489,10.08585078,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
23,2,0.1065,0,0.285714286,4,10.64544871,9.392745259,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,3,0.0849,0,0.285714286,3,10.64544871,9.392745259,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26,9,0.1253,0,0.136645963,3,11.29602489,9.305741457,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22,6,0.1317,1,0.100671141,2,11.21856783,8.922791624,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,0.1099,0,0.1191067,3,11.29726634,9.169622539,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24,3,0.1751,1,0.268096515,3,11.21990919,9.903537551,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0,0.0766,0,0.285714286,4,10.64544871,9.392745259,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,1,0.1322,0,0.198292208,2,11.29836993,9.680406499,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
26,7,0.0729,0,0.118914902,2,11.29887792,9.169622539,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23,7,0.1099,0,0.061884252,3,11.29969512,8.517393171,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21,0,0.1323,0,0.285714286,2,10.64544871,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,0,0.1565,0,0.185570071,2,11.30014058,9.615872145,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,5,0.1242,0,0.112345679,3,11.30221678,9.116139577,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,1,0.1269,0,0.282352941,3,10.65728288,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,10,0.0849,0,0.132716049,2,11.30221678,9.282754052,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,3,0.1335,0,0.282352941,3,10.65728288,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,9,0.1136,0,0.282352941,2,10.65728288,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,5,0.089,0,0.27972028,2,10.66665041,9.392745259,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,1,0.1316,0,0.279069767,2,10.66897865,9.392745259,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,6,0.1557,1,0.333333333,4,11.22525673,10.1266711,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
23,8,0.0888,0,0.12345679,4,11.30221678,9.210440367,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,9,0.1099,0,0.148148148,2,11.30221678,9.392745259,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26,6,0.1075,0,0.061728395,3,11.30221678,8.517393171,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,5,0.0788,0,0.081481481,4,11.30221678,8.794976432,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,5,0.1036,0,0.277777778,4,10.67361892,9.392745259,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,8,0.1149,0,0.24691358,4,11.30221678,9.903537551,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,0,0.1037,0,0.274725275,2,10.6846685,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,6,0.1099,0,0.025641026,3,10.57134257,6.908754779,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,6,0.0988,0,0.296296296,2,11.30221678,10.08585078,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,9,0.1645,0,0.272702482,4,10.69205854,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
22,7,0.1324,0,0.27173913,2,10.69559733,9.392745259,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
23,1,0.1479,0,0.27027027,4,10.70101727,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22,2,0.1531,0,0.12345679,3,11.30221678,9.210440367,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22,3,0.1311,0,0.270197244,2,10.7012875,9.392745259,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,0,0.1218,0,0.185185185,4,11.30221678,9.615872145,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,2,0.1095,0,0.064197531,2,11.30221678,8.556606194,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,0,0.1253,0,0.103703704,3,11.30221678,9.036106025,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24,8,0.1099,0,0.03945746,2,11.30345057,8.07121854,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,4,0.1269,0,0.266666667,4,10.71443999,9.392745259,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,3,0.1025,0,0.184911243,4,11.30369715,9.615872145,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,2,0.1484,0,0.112820513,2,10.57134257,8.389587067,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,6,0.0662,0,0.266666667,2,10.71443999,9.392745259,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,1,0.1095,0,0.112063445,4,11.3047321,9.116139577,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,4,0.079,0,0.073746313,4,11.30665132,8.699681401,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25,3,0.1186,0,0.092307692,2,10.57134257,8.188966864,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,0,0.1435,0,0.217948718,3,10.57134257,9.047939083,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22,4,0.1099,0,0.104422604,2,11.30714284,9.047939083,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,4,0.1,0,0.18404908,4,11.30837057,9.615872145,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,0,0.0654,0,0.092944785,3,11.30837057,8.932740635,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,6,0.0654,0,0.245398773,2,11.30837057,9.903537551,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,7,0.1062,0,0.076923077,2,10.57134257,8.006700845,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,6,0.0692,0,0.029446408,4,11.30841965,7.783640596,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26,1,0.1199,0,0.088235294,3,11.3095968,8.881975184,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,7,0.0749,0,0.110294118,4,11.3095968,9.105090961,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21,6,0.0692,0,0.176470588,4,11.3095968,9.575052928,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,9,0.1323,0,0.159313725,4,11.3095968,9.472781557,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,6,0.0639,0,0.015931373,3,11.3095968,7.170888479,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,1,0.1099,0,0.266666667,3,10.71443999,9.392745259,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,10,0.1218,0,0.245098039,2,11.3095968,9.903537551,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23,2,0.0579,0,0.266666667,3,10.71443999,9.392745259,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25,0,0.0766,0,0.266666667,4,10.71443999,9.392745259,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,6,0.0639,0,0.030562347,2,11.31204475,7.824445931,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,9,0.0962,0,0.266666667,3,10.71443999,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2,0.1183,0,0.266666667,4,10.71443999,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,7,0.1472,0,0.085370018,4,11.31443794,8.853808275,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,4,0.0788,0,0.170740036,3,11.31443794,9.546884035,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0.1197,0,0.266666667,3,10.71443999,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,7,0.1242,0,0.085365854,3,11.31448672,8.853808275,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,8,0.1527,0,0.304878049,3,11.31448672,10.1266711,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,1,0.1149,0,0.265627767,3,10.71834339,9.392745259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,0,0.0751,0,0.265463233,4,10.71896298,9.392745259,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,5,0.1323,0,0.263157895,4,10.72768493,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,0,0.1607,1,0.301810865,2,10.59064181,9.392745259,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,5,0.1484,0,0.261974414,3,10.7321922,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26,0,0.1039,0,0.261437908,3,10.73424218,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,5,0.1427,0,0.012195122,2,11.31448672,6.908754779,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26,5,0.079,0,0.232621951,2,11.31448672,9.856186279,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,5,0.1677,0,0.06097561,3,11.31448672,8.517393171,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24,3,0.1568,0,0.260892252,3,10.73633146,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
24,8,0.1099,0,0.064939024,3,11.31448672,8.580355766,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,3,0.1171,0,0.260869565,3,10.73641841,9.392745259,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,9,0.0542,0,0.260869565,3,10.73641841,9.392745259,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26,10,0.0599,0,0.03902439,3,11.31448672,8.07121854,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,7,0.1099,0,0.109756098,2,11.31448672,9.105090961,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22,0,0.1268,0,0.260869565,3,10.73641841,9.392745259,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,1,0.1284,0,0.260869565,3,10.73641841,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,8,0.1099,0,0.042682927,4,11.31448672,8.160803921,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,3,0.1521,0,0.256410256,3,10.75365985,9.392745259,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25,3,0.1037,0,0.182926829,2,11.31448672,9.615872145,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,2,0.1596,0,0.255319149,2,10.75792416,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23,5,0.1,0,0.117073171,2,11.31448672,9.169622539,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,6,0.0603,0,0.255319149,3,10.75792416,9.392745259,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,3,0.1037,0,0.255319149,2,10.75792416,9.392745259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,0,0.1099,0,0.175609756,2,11.31448672,9.575052928,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,6,0.0925,0,0.131097561,2,11.31448672,9.282754052,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,2,0.0579,0,0.097560976,3,11.31448672,8.987321813,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,2,0.0654,0,0.243902439,4,11.31448672,9.903537551,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,4,0.1,1,0.292682927,3,10.62135174,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,8,0.1149,1,0.078947368,2,11.23850178,8.699681401,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,4,0.1269,0,0.182291667,2,10.55583878,8.853808275,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23,7,0.1269,0,0.25083612,4,10.77563829,9.392745259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,3,0.0603,0,0.25,2,10.77897712,9.392745259,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,8,0.0676,0,0.073170732,3,11.31448672,8.699681401,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,8,0.1677,0,0.25,3,10.77897712,9.392745259,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25,0,0.1349,0,0.25,2,10.77897712,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22,5,0.0988,0,0.243902439,4,11.31448672,9.903537551,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,2,0.1565,1,0.285714286,3,10.64544871,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22,6,0.1287,0,0.12195122,2,11.31448672,9.210440367,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
26,1,0.1357,0,0.243902439,2,11.31448672,9.903537551,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22,6,0.1099,0,0.073170732,2,11.31448672,8.699681401,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26,10,0.1635,1,0.094736842,2,11.23850178,8.881975184,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
24,2,0.0963,0,0.179268293,3,11.31448672,9.595670798,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26,0,0.1166,0,0.25,3,10.77897712,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26,2,0.1505,0,0.054878049,4,11.31448672,8.412054873,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,1,0.1347,0,0.06097561,2,11.31448672,8.517393171,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
21,3,0.1099,0,0.134146341,3,11.31448672,9.305741457,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,3,0.1146,0,0.101219512,3,11.31448672,9.024131268,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,2,0.1493,0,0.12195122,3,11.31448672,9.210440367,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25,7,0.1272,0,0.091463415,4,11.31448672,8.922791624,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,1,0.0832,0,0.091463415,3,11.31448672,8.922791624,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,4,0.1385,0,0.249615177,4,10.78051757,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24,9,0.1292,1,0.092105263,3,11.23850178,8.853808275,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,5,0.1065,0,0.2,3,11.00211651,9.392745259,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21,0,0.0751,0,0.2,3,11.00211651,9.392745259,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,0,0.1242,1,0.222222222,2,10.89675784,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,6,0.1427,1,0.127872206,3,11.24175958,9.185125123,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23,2,0.1269,0,0.2,2,11.00211651,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,10,0.0699,0,0.225988701,2,11.31819929,9.830970622,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,4,0.0603,0,0.2,3,11.00211651,9.392745259,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,4,0.1677,1,0.222222222,4,10.89675784,9.392745259,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26,5,0.0662,0,0.2,2,11.00211651,9.392745259,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,9,0.079,0,0.2,2,11.00211651,9.392745259,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,0,0.0849,0,0.060606061,4,11.32056569,8.517393171,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,8,0.0579,0,0.121212121,4,11.32056569,9.210440367,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,7,0.1435,1,0.246059208,3,11.08254247,9.680406499,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,4,0.089,0,0.2,4,11.00211651,9.392745259,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,4,0.0999,0,0.2,4,11.00211651,9.392745259,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,1,0.1099,0,0.2,4,11.00211651,9.392745259,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,3,0.0932,0,0.174545455,3,11.32056569,9.575052928,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,2,0.1037,0,0.2,3,11.00211651,9.392745259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,1,0.1036,0,0.2,3,11.00211651,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,7,0.1099,0,0.2,3,11.00211651,9.392745259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,3,0.1298,1,0.222222222,3,10.89675784,9.392745259,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23,2,0.1099,0,0.2,3,11.00211651,9.392745259,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,3,0.0542,0,0.2,3,11.00211651,9.392745259,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,7,0.1099,0,0.241761961,4,11.32330131,9.903537551,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25,8,0.0617,0,0.058020767,3,11.32333757,8.476579509,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,0,0.1186,0,0.2,4,11.00211651,9.392745259,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,0,0.1099,0,0.150966184,3,11.32419542,9.43356392,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,0,0.0788,0,0.2,2,11.00211651,9.392745259,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,2,0.1099,0,0.2,2,11.00211651,9.392745259,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,1,0.1062,0,0.2,4,11.00211651,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,6,0.1199,0,0.06626506,4,11.32660793,8.612685173,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,0.1287,0,0.2,4,11.00211651,9.392745259,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25,3,0.1426,0,0.2,4,11.00211651,9.392745259,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21,3,0.0849,0,0.168674699,2,11.32660793,9.546884035,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,4,0.0999,0,0.069578313,4,11.32660793,8.661466681,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,5,0.0963,0,0.2,2,11.00211651,9.392745259,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,9,0.1221,0,0.2,3,11.00211651,9.392745259,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,0,0.1221,0,0.2,2,11.00211651,9.392745259,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,9,0.1099,0,0.156626506,2,11.32660793,9.472781557,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24,6,0.0579,0,0.125301205,3,11.32660793,9.249657234,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23,4,0.138,0,0.218886804,2,10.5552136,9.036106025,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0,0.1454,0,0.240963855,4,11.32660793,9.903537551,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
