person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,log_person_income,log_loan_amnt,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file
25,56004,3,7000,0.1422,0,0.124991072,4,10.93319625,8.853808275,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25,35000,9,4000,0.1311,0,0.114285714,4,10.46313191,8.294299609,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
25,30000,6,4000,0.0976,0,0.133333333,3,10.30898599,8.294299609,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,92000,7,18000,0.1268,0,0.195652174,2,11.42955473,9.798182591,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,56100,4,20000,0.1474,1,0.356506239,4,10.93490892,9.903537551,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24,85000,5,25000,0.1062,0,0.294117647,4,11.3504183,10.1266711,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,69996,7,5600,0.1311,0,0.080004572,4,11.15620766,8.630700432,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23,37000,3,3600,0.1562,1,0.097297297,4,10.51870022,8.188966864,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25,43000,5,10000,0.0788,0,0.23255814,3,10.66897865,9.210440367,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,62000,7,6200,0.1099,0,0.1,2,11.03490579,8.732465848,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,60000,2,9000,0.0617,0,0.15,2,11.00211651,9.105090961,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,32000,0,8500,0.1316,0,0.265625,4,10.37352243,9.047939083,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24,42000,0,12000,0.0766,0,0.285714286,2,10.64544871,9.392745259,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,43200,9,13800,0.1148,0,0.319444444,2,10.67361892,9.532496332,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,80000,8,5000,0.1562,0,0.0625,2,11.28979441,8.517393171,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25,77000,1,7200,0.1853,1,0.093506494,2,11.25157369,8.881975184,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,62500,2,6000,0.0579,0,0.096,3,11.04293784,8.699681401,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,63600,9,7000,0.1149,1,0.110062893,4,11.06038447,8.853808275,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,19200,3,5000,0.1533,1,0.260416667,2,9.86271764,8.517393171,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
22,89000,6,16000,0.1322,0,0.179775281,2,11.39640288,9.680406499,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24,80000,6,16000,0.0788,0,0.2,3,11.28979441,9.680406499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,59000,3,6800,0.1253,1,0.115254237,2,10.98530967,8.824824939,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,34000,0,10000,0.1379,1,0.294117647,2,10.43414521,9.210440367,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,50000,3,6000,0.0894,0,0.12,4,10.81979828,8.699681401,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,30000,0,10000,0.1929,1,0.333333333,3,10.30898599,9.210440367,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24,46000,0,5975,0.1446,1,0.129891304,4,10.73641841,8.695506727,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25,80000,0,16000,0.0988,0,0.2,2,11.28979441,9.680406499,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,89772,8,6000,0.1392,0,0.066835984,3,11.40503954,8.699681401,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25,33000,9,3000,0.1199,0,0.090909091,3,10.40429314,8.006700845,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21,20000,0,2000,0.1099,0,0.1,3,9.903537551,7.601402335,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,54000,7,1500,0.0962,0,0.027777778,4,10.89675784,7.313886832,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,30000,4,6500,0.1385,0,0.216666667,3,10.30898599,8.77971129,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,70000,4,14400,0.1268,0,0.205714286,4,11.15626481,9.575052928,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23,96000,7,10000,0.1065,0,0.104166667,3,11.47211389,9.210440367,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,39000,6,7000,0.0894,1,0.179487179,3,10.57134257,8.853808275,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,105000,11,5000,0.0849,0,0.047619048,4,11.56172515,8.517393171,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,56000,6,18250,0.167,1,0.325892857,3,10.93312483,9.811975152,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23,100000,4,4150,0.1065,0,0.0415,4,11.51293546,8.331104548,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,48000,0,1000,0.0729,0,0.020833333,4,10.77897712,6.908754779,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21,35000,6,10000,0.0766,0,0.285714286,3,10.46313191,9.210440367,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21,39900,0,12000,0.079,0,0.30075188,4,10.59415667,9.392745259,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,19008,4,12000,0.0542,1,0.631313131,2,9.85266783,9.392745259,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,30000,2,2000,0.1038,0,0.066666667,3,10.30898599,7.601402335,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,96000,3,12000,0.1199,0,0.125,3,11.47211389,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,101424,6,2000,0.0729,0,0.019719199,3,11.52707489,7.601402335,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26,26400,10,8500,0.1323,0,0.321969697,4,10.18115717,9.047939083,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24,29200,6,2500,0.0676,0,0.085616438,2,10.28195823,7.824445931,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,44000,2,10000,0.1565,1,0.227272727,2,10.69196764,9.210440367,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25,45000,2,11250,0.0938,0,0.25,4,10.71443999,9.328212293,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,56000,8,20000,0.167,1,0.357142857,4,10.93312483,9.903537551,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
22,33000,1,5000,0.1025,0,0.151515152,2,10.40429314,8.517393171,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,70000,8,25000,0.0962,0,0.357142857,4,11.15626481,10.1266711,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,68000,5,11500,0.0999,0,0.169117647,2,11.12727769,9.350189267,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,37200,2,10000,0.0692,0,0.268817204,2,10.52409092,9.210440367,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,25200,7,7500,0.1496,1,0.297619048,3,10.13463896,8.922791624,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,62400,8,15000,0.0945,0,0.240384615,2,11.04133658,9.615872145,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,40000,11,5000,0.0991,0,0.125,3,10.59665973,8.517393171,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,80004,9,20000,0.1426,0,0.249987501,2,11.28984441,9.903537551,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23,55000,7,4200,0.0991,0,0.076363636,4,10.91510665,8.343077871,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,100000,2,21000,0.1649,1,0.21,3,11.51293546,9.952325335,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,50004,2,4000,0.0692,0,0.079993601,4,10.81987828,8.294299609,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21,38400,5,5000,0.1059,0,0.130208333,3,10.55583878,8.517393171,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,61400,1,12250,0.1223,0,0.199511401,2,11.0251814,9.413362845,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23,53664,7,15000,0.1075,0,0.279516995,2,10.8905163,9.615872145,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,62000,0,8400,0.1347,0,0.135483871,3,11.03490579,9.036106025,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22,35325,2,6500,0.1595,1,0.184005662,3,10.47237452,8.77971129,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,50000,5,10000,0.0963,0,0.2,3,10.81979828,9.210440367,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,45600,7,13000,0.1299,0,0.285087719,2,10.72768493,9.472781557,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
21,47500,2,7500,0.1099,0,0.157894737,3,10.76850604,8.922791624,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,58000,4,8000,0.1037,0,0.137931034,2,10.96821553,8.987321813,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,60000,6,7000,0.0714,0,0.116666667,3,11.00211651,8.853808275,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,41604,1,14400,0.1099,0,0.346120565,4,10.63597563,9.575052928,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,75000,0,10000,0.1149,0,0.133333333,4,11.22525673,9.210440367,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
26,62500,7,12000,0.1223,0,0.192,4,11.04293784,9.392745259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22,33685,6,5000,0.1385,0,0.148434021,3,10.4248376,8.517393171,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23,78000,7,20000,0.1099,0,0.256410256,4,11.26447693,9.903537551,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,98000,5,6000,0.1059,0,0.06122449,4,11.49273296,8.699681401,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,85596,5,6000,0.1,0,0.070096733,2,11.35740551,8.699681401,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,45000,1,12000,0.1099,0,0.266666667,3,10.71443999,9.392745259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,33359,2,9000,0.1099,1,0.26979226,4,10.41511286,9.105090961,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26,55000,1,3200,0.0849,0,0.058181818,2,10.91510665,8.07121854,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,27996,3,5500,0.1253,0,0.196456637,2,10.23985264,8.612685173,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23,18000,5,4000,0.1099,1,0.222222222,3,9.798182591,8.294299609,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,61000,3,5000,0.0999,0,0.081967213,2,11.01864554,8.517393171,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,95000,1,7200,0.1223,0,0.075789474,4,11.4616427,8.881975184,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25,69996,9,25000,0.1521,1,0.357163266,4,11.15620766,10.1266711,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26,27983,7,6000,0.0788,0,0.214415895,3,10.2393882,8.699681401,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,85500,1,17000,0.1311,0,0.198830409,3,11.35628335,9.741027445,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
26,44400,4,6500,0.1435,0,0.146396396,3,10.70101727,8.77971129,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22,58000,3,15000,0.1379,0,0.25862069,2,10.96821553,9.615872145,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,45000,4,5400,0.0729,0,0.12,2,10.71443999,8.594339401,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,43500,0,10450,0.1357,0,0.240229885,3,10.68053921,9.254452947,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
26,102000,3,20000,0.1136,0,0.196078431,4,11.5327379,9.903537551,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,74000,6,2500,0.0662,0,0.033783784,3,11.21183389,7.824445931,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24,23000,4,5500,0.0654,0,0.239130435,3,10.04329297,8.612685173,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,49000,7,4000,0.1399,0,0.081632653,3,10.79959599,8.294299609,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,50000,3,10000,0.1099,0,0.2,3,10.81979828,9.210440367,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,85000,1,15000,0.1273,0,0.176470588,3,11.3504183,9.615872145,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22,48000,1,7200,0.0962,0,0.15,3,10.77897712,8.881975184,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,57355,5,25000,0.1349,1,0.435881789,3,10.95703274,10.1266711,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,30996,7,7000,0.1663,0,0.225835592,2,10.3416457,8.853808275,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
21,22200,2,2500,0.1629,1,0.112612613,2,10.00789261,7.824445931,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
24,25000,0,4400,0.0676,0,0.176,2,10.1266711,8.389587067,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,22596,4,7500,0.0976,1,0.331917153,3,10.02557243,8.922791624,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,33300,5,5325,0.1459,1,0.15990991,4,10.41334271,8.580355766,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,30000,6,7750,0.1099,0,0.258333333,4,10.30898599,8.955577146,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25,35000,4,4000,0.0751,0,0.114285714,4,10.46313191,8.294299609,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,127500,2,15000,0.0749,0,0.117647059,4,11.75587949,9.615872145,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24,18000,5,3000,0.1527,1,0.166666667,2,9.798182591,8.006700845,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,45000,7,6000,0.1149,0,0.133333333,3,10.71443999,8.699681401,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,65000,5,9600,0.1199,0,0.147692308,3,11.08215793,9.169622539,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,69000,10,6200,0.1599,1,0.089855072,3,11.14187628,8.732465848,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
26,46000,4,9000,0.0714,0,0.195652174,3,10.73641841,9.105090961,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,48000,4,5000,0.0599,0,0.104166667,4,10.77897712,8.517393171,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,13200,0,2500,0.0991,1,0.189393939,3,9.488047863,7.824445931,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,49000,9,7000,0.0699,0,0.142857143,3,10.79959599,8.853808275,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,60000,0,5500,0.0788,0,0.091666667,3,11.00211651,8.612685173,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,26400,1,3500,0.1527,0,0.132575758,3,10.18115717,8.160803921,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,42000,2,7000,0.0859,0,0.166666667,3,10.64544871,8.853808275,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,50000,4,10000,0.0932,0,0.2,3,10.81979828,9.210440367,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,34000,2,15450,0.1122,1,0.454411765,4,10.43414521,9.645429005,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24,80000,0,6000,0.0859,0,0.075,2,11.28979441,8.699681401,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,55782,3,17000,0.0751,0,0.304757807,2,10.92922444,9.741027445,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26,65935,1,24250,0.1496,1,0.367786456,4,11.09643985,10.09621313,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,82000,2,20900,0.1269,0,0.254878049,2,11.31448672,9.947552284,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,46800,5,12000,0.1311,1,0.256410256,4,10.75365985,9.392745259,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,108000,7,10000,0.1099,1,0.092592593,3,11.58989577,9.210440367,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,78000,7,9000,0.1178,1,0.115384615,3,11.26447693,9.105090961,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24,67000,2,12150,0.1037,0,0.181343284,3,11.11246282,9.40516675,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22,19680,2,7750,0.1483,1,0.393800813,4,9.887408982,8.955577146,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23,43200,2,9100,0.1324,1,0.210648148,3,10.67361892,9.116139577,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24,80000,8,5550,0.0849,0,0.069375,3,11.28979441,8.621733371,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,50663,0,7500,0.1322,0,0.148037029,2,10.83297088,8.922791624,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,122500,1,10000,0.1065,0,0.081632653,2,11.71587447,9.210440367,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22,33600,1,5000,0.1825,0,0.148809524,2,10.42231111,8.517393171,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,88512,6,3000,0.0579,0,0.033893709,2,11.39090471,8.006700845,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,28800,5,2800,0.1038,0,0.097222222,2,10.26816539,7.937731775,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,48000,6,9925,0.0963,0,0.206770833,3,10.77897712,9.202912856,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,75000,0,6000,0.1148,0,0.08,2,11.22525673,8.699681401,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,110000,5,12000,0.079,0,0.109090909,3,11.60824474,9.392745259,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26,46000,8,7000,0.0999,1,0.152173913,4,10.73641841,8.853808275,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,85000,0,16000,0.0691,0,0.188235294,3,11.3504183,9.680406499,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23,45000,2,1700,0.1472,0,0.037777778,2,10.71443999,7.438971592,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,72000,3,10800,0.0788,0,0.15,2,11.18443529,9.287394001,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21,35324,4,6000,0.1099,0,0.169856188,4,10.47234621,8.699681401,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,15600,0,2800,0.074,1,0.179487179,4,9.655090294,7.937731775,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24,40944,0,8200,0.1136,0,0.200273544,4,10.61998498,9.012011377,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,105000,3,12000,0.1284,0,0.114285714,3,11.56172515,9.392745259,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21,26000,2,7750,0.167,1,0.298076923,3,10.16589028,8.955577146,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,31000,8,13500,0.1343,1,0.435483871,4,10.34177474,9.510519036,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,60000,6,10000,0.089,0,0.166666667,3,11.00211651,9.210440367,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,28000,3,6400,0.1475,0,0.228571429,4,10.2399955,8.764209507,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
23,99996,2,4800,0.1149,0,0.04800192,4,11.51289546,8.476579509,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,33204,7,2000,0.1472,0,0.060233707,2,10.41045575,7.601402335,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,29004,5,11000,0.1422,1,0.379258033,4,10.27522351,9.305741457,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,45000,2,8000,0.1649,0,0.177777778,4,10.71443999,8.987321813,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
22,25000,1,11100,0.0963,0,0.444,3,10.1266711,9.314790473,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,93000,3,12000,0.1099,0,0.129032258,3,11.44036552,9.392745259,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24,26400,4,8875,0.0662,1,0.336174242,3,10.18115717,9.091106284,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,67000,2,16000,0.1269,0,0.23880597,2,11.11246282,9.680406499,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,62500,2,12000,0.1677,1,0.192,4,11.04293784,9.392745259,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,78000,7,7200,0.0662,0,0.092307692,4,11.26447693,8.881975184,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,68000,1,14400,0.1799,1,0.211764706,2,11.12727769,9.575052928,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24,35000,4,1850,0.0712,0,0.052857143,3,10.46313191,7.523481313,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,45000,1,10000,0.1189,0,0.222222222,3,10.71443999,9.210440367,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,69000,0,15000,0.1496,1,0.217391304,4,11.14187628,9.615872145,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,80000,7,1500,0.1037,0,0.01875,4,11.28979441,7.313886832,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,56000,6,8150,0.1287,0,0.145535714,2,10.93312483,9.005895898,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23,40308,1,5000,0.0768,0,0.124044855,3,10.60433005,8.517393171,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24,49200,8,4000,0.1306,0,0.081300813,3,10.80366923,8.294299609,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,54000,8,4000,0.0999,0,0.074074074,2,10.89675784,8.294299609,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,50400,7,2500,0.1099,0,0.049603175,2,10.8277663,7.824445931,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,41000,6,5000,0.1099,0,0.12195122,2,10.62135174,8.517393171,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,70000,9,16000,0.1218,0,0.228571429,4,11.15626481,9.680406499,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,87000,0,7500,0.1128,0,0.086206897,4,11.37367489,8.922791624,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21,72500,3,14000,0.1349,0,0.193103448,3,11.19135563,9.546884035,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24,42000,8,2500,0.1528,0,0.05952381,2,10.64544871,7.824445931,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,60996,2,12000,0.1221,0,0.196734212,4,11.01857996,9.392745259,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,200000,4,6000,0.1186,0,0.03,3,12.20607765,8.699681401,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,57000,0,15000,0.1385,0,0.263157895,2,10.95082409,9.615872145,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
26,21000,4,8000,0.1379,0,0.380952381,2,9.952325335,8.987321813,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
25,55000,3,24200,0.0849,0,0.44,2,10.91510665,10.09414923,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,45996,2,10800,0.1316,0,0.234803026,4,10.73633146,9.287394001,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21,20400,2,4500,0.1099,0,0.220588235,3,9.923339198,8.412054873,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,34800,6,6600,0.0749,0,0.189655172,2,10.4574014,8.794976432,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,77078,1,3425,0.1218,0,0.044435507,4,11.25258615,8.139148679,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,100000,5,24000,0.1099,0,0.24,4,11.51293546,10.08585078,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,34000,6,12000,0.0603,0,0.352941176,2,10.43414521,9.392745259,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
