person_age,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income,log_loan_amnt
26,MORTGAGE,2,VENTURE,G,0.21140 ,1,0.1,N,3,11.47211389,9.210440367
26,MORTGAGE,4,PERSONAL,A,0.05790 ,0,0.08,N,2,11.58989577,9.105090961
24,MORTGAGE,3,EDUCATION,A,0.05420 ,0,0.08,N,2,11.58989577,9.110630528
25,MORTGAGE,10,HOMEIMPROVEMENT,B,0.10750 ,0,0.22,N,2,11.58989577,10.09621313
26,MORTGAGE,3,VENTURE,B,0.10380 ,0,0.08,N,4,11.58989577,9.105090961
25,MORTGAGE,5,VENTURE,A,0.07880 ,0,0.09,N,3,11.58989577,9.210440367
24,MORTGAGE,5,EDUCATION,D,0.14960 ,0,0.09,Y,4,11.58989577,9.205428328
23,MORTGAGE,7,DEBTCONSOLIDATION,A,0.07140 ,0,0.04,N,3,11.58989577,8.412054873
26,RENT,7,MEDICAL,D,0.16490 ,0,0.06,N,3,10.49429742,7.601402335
24,RENT,2,MEDICAL,A,0.05420 ,0,0.05,N,4,10.51870022,7.601402335
26,MORTGAGE,5,PERSONAL,A,0.08940 ,0,0.12,N,2,11.58989577,9.472781557
23,RENT,2,PERSONAL,B,0.11140 ,0,0.05,N,4,10.51870022,7.601402335
26,MORTGAGE,2,MEDICAL,B,0.12180 ,0,0.17,N,2,11.58989577,9.825580064
26,MORTGAGE,7,HOMEIMPROVEMENT,C,0.13570 ,0,0.09,N,4,11.58989577,9.210440367
25,RENT,1,DEBTCONSOLIDATION,A,0.06390 ,0,0.05,N,4,10.52717747,7.601402335
22,RENT,0,EDUCATION,B,0.11360 ,0,0.05,N,3,10.54536775,7.601402335
23,MORTGAGE,1,EDUCATION,B,0.11890 ,0,0.13,N,2,11.58989577,9.546884035
24,MORTGAGE,1,HOMEIMPROVEMENT,C,0.12530 ,0,0.17,Y,3,11.58989577,9.798182591
24,OTHER,5,EDUCATION,B,0.09700 ,0,0.09,N,4,11.58989577,9.210440367
25,MORTGAGE,9,MEDICAL,B,0.10390 ,0,0.14,N,4,11.58989577,9.615872145
23,MORTGAGE,7,DEBTCONSOLIDATION,C,0.14270 ,0,0.13,N,2,11.59045116,9.575052928
24,RENT,1,MEDICAL,B,0.11830 ,0,0.05,N,2,10.54536775,7.601402335
24,MORTGAGE,5,DEBTCONSOLIDATION,A,0.08490 ,0,0.09,N,2,11.59255886,9.210440367
21,RENT,5,VENTURE,B,0.10990 ,0,0.05,N,2,10.55583878,7.601402335
23,RENT,1,VENTURE,A,0.07660 ,0,0.05,N,3,10.55583878,7.601402335
22,MORTGAGE,6,EDUCATION,C,0.13480 ,0,0.13,N,3,11.59543589,9.575052928
23,MORTGAGE,3,MEDICAL,C,0.12870 ,0,0.07,Y,2,11.59543589,8.987321813
24,MORTGAGE,4,DEBTCONSOLIDATION,B,0.12180 ,0,0.14,N,2,11.59543589,9.615872145
25,RENT,1,EDUCATION,C,0.14350 ,1,0.06,N,2,10.38594457,7.601402335
26,RENT,2,EDUCATION,C,0.12980 ,0,0.05,N,4,10.57134257,7.601402335
25,MORTGAGE,0,PERSONAL,C,0.13570 ,0,0.09,N,3,11.5987453,9.210440367
25,MORTGAGE,9,VENTURE,A,0.07510 ,0,0.11,N,4,11.59911234,9.392745259
25,MORTGAGE,6,DEBTCONSOLIDATION,A,0.06030 ,0,0.15,N,2,11.59911234,9.680406499
24,RENT,5,HOMEIMPROVEMENT,C,0.13800 ,1,0.06,N,2,10.41933057,7.601402335
24,MORTGAGE,3,DEBTCONSOLIDATION,B,0.12690 ,0,0.08,N,2,11.59911234,9.08262063
23,MORTGAGE,5,EDUCATION,A,0.08900 ,0,0.07,N,4,11.59911234,8.922791624
24,MORTGAGE,8,EDUCATION,B,0.11990 ,0,0.06,N,4,11.59911234,8.699681401
26,MORTGAGE,10,PERSONAL,A,0.06990 ,0,0.14,N,4,11.59911234,9.615872145
25,MORTGAGE,5,VENTURE,A,0.08490 ,0,0.05,N,3,11.59911234,8.517393171
26,MORTGAGE,0,DEBTCONSOLIDATION,A,0.06540 ,0,0.18,N,3,11.59911234,9.903537551
26,MORTGAGE,8,MEDICAL,B,0.10750 ,0,0.18,N,4,11.59911234,9.903537551
25,MORTGAGE,5,DEBTCONSOLIDATION,B,0.10250 ,0,0.14,N,3,11.59911234,9.615872145
24,MORTGAGE,9,VENTURE,B,0.11140 ,0,0.14,N,4,11.59911234,9.632400354
22,MORTGAGE,4,DEBTCONSOLIDATION,B,0.11480 ,1,0.14,N,2,11.48247657,9.546884035
25,MORTGAGE,9,EDUCATION,A,0.09630 ,0,0.13,N,3,11.59911234,9.546884035
26,MORTGAGE,10,PERSONAL,A,0.07680 ,0,0.06,N,3,11.59911234,8.699681401
26,MORTGAGE,10,PERSONAL,A,0.07900 ,0,0.02,N,4,11.6009455,7.74109909
23,MORTGAGE,4,VENTURE,A,0.08630 ,0,0.09,N,2,11.6009455,9.210440367
24,MORTGAGE,3,EDUCATION,B,0.10750 ,0,0.03,N,3,11.60368896,8.160803921
26,MORTGAGE,11,VENTURE,E,0.17560 ,0,0.18,N,2,11.60368896,9.903537551
26,MORTGAGE,10,VENTURE,B,0.10950 ,0,0.05,N,3,11.60368896,8.517393171
24,MORTGAGE,2,VENTURE,B,0.10750 ,0,0.18,N,4,11.60569606,9.903537551
23,RENT,7,PERSONAL,B,0.10990 ,0,0.05,N,2,10.59655973,7.601402335
25,MORTGAGE,8,DEBTCONSOLIDATION,A,0.06620 ,0,0.05,N,2,11.60824474,8.612685173
23,RENT,5,PERSONAL,B,0.11710 ,0,0.05,N,2,10.59665973,7.601402335
25,RENT,0,PERSONAL,B,0.11110 ,1,0.45,N,4,10.42231111,9.615872145
26,MORTGAGE,1,MEDICAL,B,0.12690 ,0,0.05,N,2,11.60824474,8.517393171
21,RENT,5,MEDICAL,B,0.11710 ,1,0.44,N,2,10.42824567,9.615872145
22,RENT,6,VENTURE,D,0.14960 ,1,0.44,Y,4,10.43402756,9.615872145
22,RENT,5,EDUCATION,A,0.06620 ,0,0.05,N,3,10.61646187,7.601402335
25,MORTGAGE,5,VENTURE,C,0.13490 ,0,0.01,N,4,11.60824474,7.090909822
22,RENT,6,DEBTCONSOLIDATION,D,0.16890 ,1,0.06,Y,4,10.4574014,7.601402335
25,MORTGAGE,9,EDUCATION,C,0.10990 ,0,0.07,N,3,11.60824474,8.987321813
25,RENT,2,MEDICAL,B,0.09250 ,0,0.05,N,3,10.64544871,7.601402335
25,MORTGAGE,1,DEBTCONSOLIDATION,B,0.12690 ,0,0.09,N,3,11.60824474,9.210440367
26,OWN,10,EDUCATION,B,0.10990 ,0,0.31,N,4,10.27315276,9.105090961
25,OWN,6,PERSONAL,B,0.09910 ,0,0.25,N,2,11.60824474,10.2399955
24,MORTGAGE,8,PERSONAL,A,0.07510 ,0,0.25,N,3,11.60824474,10.21467861
22,RENT,6,EDUCATION,B,0.10360 ,0,0.05,N,4,10.64544871,7.601402335
23,OWN,7,VENTURE,B,0.10370 ,0,0.07,N,3,10.27066218,7.601402335
25,MORTGAGE,7,DEBTCONSOLIDATION,B,0.12690 ,0,0.08,N,4,11.60824474,9.036106025
23,MORTGAGE,4,EDUCATION,B,0.09910 ,0,0.23,N,3,11.60824474,10.1266711
24,MORTGAGE,0,EDUCATION,A,0.06030 ,0,0.05,N,4,11.60824474,8.517393171
22,MORTGAGE,6,PERSONAL,A,0.08490 ,0,0.03,N,4,11.60824474,7.937731775
23,MORTGAGE,4,VENTURE,A,0.06990 ,0,0.02,N,2,11.60824474,7.824445931
24,MORTGAGE,2,EDUCATION,B,0.10990 ,0,0.08,N,3,11.60824474,9.105090961
22,MORTGAGE,0,DEBTCONSOLIDATION,A,0.07490 ,0,0.25,N,4,11.60824474,10.2399955
23,RENT,7,MEDICAL,A,0.05420 ,0,0.05,N,3,10.66595089,7.601402335
24,MORTGAGE,8,MEDICAL,A,0.06990 ,0,0.1,N,4,11.60824474,9.287394001
23,MORTGAGE,0,VENTURE,B,0.10590 ,0,0.06,N,2,11.60824474,8.853808275
23,RENT,7,VENTURE,C,0.13610 ,0,0.05,Y,2,10.66888562,7.601402335
25,OWN,7,VENTURE,B,0.10990 ,0,0.07,N,3,11.60824474,8.987321813
24,RENT,3,VENTURE,D,0.10990 ,1,0.05,N,2,10.52409092,7.601402335
24,MORTGAGE,8,PERSONAL,D,0.15620 ,0,0.09,Y,4,11.60824474,9.210440367
26,RENT,5,MEDICAL,D,0.14960 ,1,0.05,N,3,10.53691127,7.601402335
21,MORTGAGE,0,VENTURE,B,0.09990 ,0,0.13,N,2,11.60824474,9.546884035
26,MORTGAGE,0,MEDICAL,D,0.15620 ,1,0.29,Y,2,11.33021583,10.2399955
25,RENT,2,VENTURE,A,0.07660 ,0,0.05,N,3,10.69196764,7.601402335
26,MORTGAGE,10,HOMEIMPROVEMENT,C,0.12990 ,0,0.22,Y,4,11.60824474,10.07537991
24,MORTGAGE,1,DEBTCONSOLIDATION,C,0.14790 ,1,0.16,Y,2,11.49273296,9.680406499
21,RENT,5,EDUCATION,C,0.13850 ,0,0.05,N,4,10.69885282,7.601402335
23,RENT,1,DEBTCONSOLIDATION,C,0.13490 ,0,0.04,N,2,10.71443999,7.601402335
24,RENT,1,PERSONAL,C,0.13990 ,0,0.04,Y,2,10.71443999,7.601402335
25,RENT,3,HOMEIMPROVEMENT,A,0.07660 ,1,0.05,N,4,10.57134257,7.601402335
26,MORTGAGE,4,VENTURE,B,0.09630 ,0,0.05,N,2,11.60824474,8.517393171
26,RENT,5,PERSONAL,B,0.11490 ,0,0.04,N,2,10.71443999,7.601402335
23,RENT,3,EDUCATION,B,0.10990 ,0,0.04,N,3,10.71443999,7.601402335
26,MORTGAGE,3,DEBTCONSOLIDATION,A,0.06920 ,0,0.04,N,2,11.60824474,8.294299609
24,MORTGAGE,0,EDUCATION,D,0.15280 ,0,0.12,N,3,11.60824474,9.488047863
22,MORTGAGE,2,VENTURE,B,0.11110 ,0,0.08,N,4,11.60824474,9.105090961
25,MORTGAGE,5,EDUCATION,A,0.06920 ,0,0.1,N,3,11.60824474,9.287394001
25,MORTGAGE,1,EDUCATION,B,0.10370 ,0,0.06,N,3,11.60824474,8.77971129
23,MORTGAGE,1,PERSONAL,B,0.10370 ,0,0.16,N,3,11.60824474,9.798182591
24,RENT,0,VENTURE,A,0.07510 ,0,0.04,N,4,10.71443999,7.601402335
26,MORTGAGE,2,HOMEIMPROVEMENT,B,0.10740 ,0,0.11,N,4,11.60824474,9.392745259
26,MORTGAGE,5,PERSONAL,B,0.11110 ,0,0.14,N,3,11.60824474,9.615872145
22,RENT,0,DEBTCONSOLIDATION,D,0.14840 ,1,0.05,Y,2,10.57134257,7.601402335
23,OWN,7,MEDICAL,A,0.07510 ,0,0.43,N,4,10.26816539,9.413362845
23,RENT,7,VENTURE,A,0.07050 ,0,0.04,N,3,10.71443999,7.601402335
25,RENT,3,MEDICAL,C,0.13490 ,0,0.04,Y,3,10.72548958,7.601402335
23,MORTGAGE,8,VENTURE,A,0.10990 ,0,0.07,N,4,11.60824474,8.96200721
22,MORTGAGE,5,PERSONAL,C,0.12980 ,0,0.07,N,4,11.60824474,8.987321813
25,MORTGAGE,9,DEBTCONSOLIDATION,A,0.10990 ,0,0.16,N,2,11.60824474,9.798182591
22,MORTGAGE,6,VENTURE,B,0.09990 ,0,0.05,N,3,11.60824474,8.699681401
26,RENT,5,VENTURE,A,0.10990 ,0,0.04,N,3,10.72768493,7.601402335
23,MORTGAGE,8,VENTURE,C,0.13720 ,0,0.07,N,4,11.60824474,8.922791624
26,MORTGAGE,0,VENTURE,A,0.06170 ,0,0.14,N,4,11.60824474,9.655090294
24,RENT,3,MEDICAL,C,0.12980 ,0,0.04,Y,2,10.73633146,7.601402335
26,MORTGAGE,9,PERSONAL,C,0.13720 ,0,0.18,N,3,11.60824474,9.903537551
22,RENT,6,EDUCATION,B,0.11360 ,0,0.04,N,4,10.73633146,7.601402335
25,OWN,3,VENTURE,C,0.10990 ,0,0.21,Y,3,10.26816539,8.699681401
26,OWN,8,EDUCATION,B,0.08880 ,0,0.15,N,4,11.60824474,9.741027445
24,MORTGAGE,8,PERSONAL,A,0.06170 ,0,0.07,N,2,11.60824474,8.922791624
23,MORTGAGE,7,VENTURE,A,0.06910 ,0,0.05,N,2,11.60824474,8.517393171
21,MORTGAGE,5,DEBTCONSOLIDATION,A,0.06540 ,0,0.09,N,2,11.60824474,9.210440367
24,MORTGAGE,8,PERSONAL,C,0.12980 ,0,0.05,Y,4,11.60824474,8.630700432
24,OWN,0,HOMEIMPROVEMENT,C,0.13350 ,0,0.09,Y,2,11.60824474,9.210440367
24,RENT,1,PERSONAL,B,0.12690 ,1,0.05,N,4,10.64544871,7.601402335
26,MORTGAGE,10,VENTURE,C,0.14350 ,0,0.07,Y,2,11.60824474,8.987321813
25,MORTGAGE,2,HOMEIMPROVEMENT,A,0.07880 ,0,0.14,N,2,11.60824474,9.615872145
26,MORTGAGE,2,VENTURE,D,0.14840 ,0,0.04,N,4,11.60824474,8.412054873
22,MORTGAGE,0,EDUCATION,A,0.07140 ,0,0.11,N,2,11.60824474,9.392745259
25,MORTGAGE,9,EDUCATION,A,0.07140 ,0,0.05,N,4,11.60824474,8.517393171
24,RENT,1,HOMEIMPROVEMENT,D,0.15620 ,1,0.05,Y,2,10.64544871,7.601402335
25,MORTGAGE,9,HOMEIMPROVEMENT,E,0.16450 ,1,0.26,N,4,11.49273296,10.1266711
25,RENT,3,DEBTCONSOLIDATION,B,0.10740 ,0,0.04,N,2,10.77897712,7.601402335
25,MORTGAGE,9,PERSONAL,A,0.07880 ,0,0.18,N,2,11.60824474,9.903537551
21,MORTGAGE,0,VENTURE,A,0.10990 ,0,0.18,N,4,11.60824474,9.903537551
22,MORTGAGE,2,VENTURE,C,0.14350 ,0,0.13,N,3,11.60824474,9.575052928
24,MORTGAGE,8,EDUCATION,A,0.06760 ,0,0.07,N,4,11.60824474,8.987321813
25,MORTGAGE,7,EDUCATION,A,0.07140 ,0,0.07,N,4,11.60824474,8.987321813
25,MORTGAGE,1,PERSONAL,B,0.11490 ,0,0.23,N,4,11.60824474,10.1266711
22,RENT,3,VENTURE,A,0.06760 ,0,0.04,N,2,10.78427545,7.601402335
24,MORTGAGE,5,VENTURE,B,0.10250 ,0,0.14,N,4,11.60824474,9.615872145
25,RENT,8,MEDICAL,B,0.11990 ,0,0.04,N,2,10.80018763,7.601402335
22,MORTGAGE,7,DEBTCONSOLIDATION,C,0.13850 ,0,0.07,N,2,11.60824474,8.987321813
25,MORTGAGE,4,VENTURE,B,0.09880 ,0,0.06,N,2,11.60824474,8.853808275
24,OWN,8,VENTURE,C,0.12730 ,0,0.15,N,4,11.60824474,9.680406499
22,MORTGAGE,6,PERSONAL,B,0.10250 ,1,0.26,N,3,11.49273296,10.1266711
24,RENT,8,HOMEIMPROVEMENT,D,0.10990 ,0,0.04,N,2,10.81979828,7.601402335
24,MORTGAGE,8,EDUCATION,A,0.08590 ,0,0.05,N,3,11.60824474,8.699681401
23,MORTGAGE,0,MEDICAL,D,0.10990 ,1,0.26,N,3,11.33021583,10.1266711
24,RENT,0,PERSONAL,A,0.08000 ,1,0.05,N,4,10.69196764,7.601402335
24,MORTGAGE,2,PERSONAL,C,0.13220 ,1,0.05,Y,3,11.49273296,8.517393171
23,RENT,6,EDUCATION,C,0.13920 ,0,0.04,Y,3,10.82482553,7.601402335
22,MORTGAGE,1,DEBTCONSOLIDATION,D,0.10990 ,1,0.26,N,4,11.49273296,10.1266711
22,RENT,6,VENTURE,C,0.14270 ,1,0.43,Y,3,10.4574014,9.615872145
25,RENT,1,VENTURE,A,0.07490 ,1,0.43,N,3,10.46313191,9.615872145
23,MORTGAGE,7,VENTURE,B,0.11140 ,0,0.18,N,3,11.60824474,9.903537551
24,MORTGAGE,7,PERSONAL,A,0.08940 ,0,0.11,N,3,11.60824474,9.392745259
25,OTHER,8,VENTURE,A,0.09320 ,0,0.07,N,3,11.60824474,8.987321813
23,RENT,3,PERSONAL,B,0.10250 ,1,0.5,N,4,10.3081857,9.615872145
21,RENT,3,MEDICAL,A,0.06620 ,1,0.42,N,2,10.49130199,9.615872145
25,RENT,6,PERSONAL,B,0.10990 ,1,0.42,N,4,10.49130199,9.615872145
23,RENT,3,VENTURE,C,0.13490 ,1,0.42,Y,3,10.49130199,9.615872145
25,RENT,4,VENTURE,B,0.09630 ,1,0.42,N,3,10.49130199,9.615872145
22,MORTGAGE,1,HOMEIMPROVEMENT,A,0.09630 ,1,0.09,N,2,11.49273296,9.105090961
22,MORTGAGE,7,EDUCATION,C,0.12410 ,0,0.18,N,2,11.60824474,9.903537551
23,MORTGAGE,7,PERSONAL,D,0.10990 ,0,0.09,Y,2,11.60824474,9.169622539
26,RENT,2,PERSONAL,A,0.07660 ,1,0.42,N,3,10.49130199,9.615872145
23,RENT,3,VENTURE,D,0.14590 ,1,0.42,N,4,10.49130199,9.615872145
24,MORTGAGE,5,HOMEIMPROVEMENT,A,0.08490 ,1,0.03,N,3,11.49277378,7.824445931
25,MORTGAGE,9,HOMEIMPROVEMENT,A,0.07660 ,0,0.14,N,4,11.6082811,9.615872145
26,MORTGAGE,1,VENTURE,B,0.10360 ,0,0.11,N,3,11.6082811,9.392745259
22,RENT,3,VENTURE,C,0.13850 ,1,0.42,N,3,10.49130199,9.615872145
22,RENT,2,DEBTCONSOLIDATION,C,0.11660 ,1,0.5,Y,3,10.30898599,9.615872145
24,MORTGAGE,8,EDUCATION,B,0.12530 ,0,0.23,N,2,11.6082811,10.1266711
24,MORTGAGE,8,DEBTCONSOLIDATION,C,0.10990 ,0,0.15,N,3,11.6082811,9.680406499
22,MORTGAGE,6,MEDICAL,B,0.11490 ,0,0.23,N,3,11.61002495,10.1266711
26,MORTGAGE,3,PERSONAL,F,0.10990 ,0,0.09,Y,3,11.61187447,9.1902397
22,RENT,0,VENTURE,B,0.10990 ,1,0.42,N,3,10.49188514,9.615872145
24,OWN,6,HOMEIMPROVEMENT,B,0.10370 ,0,0.36,N,2,10.2399955,9.210440367
24,MORTGAGE,8,VENTURE,A,0.07490 ,0,0.03,N,4,11.61187447,8.006700845
21,OWN,0,PERSONAL,A,0.10990 ,0,0.11,N,3,11.61187447,9.392745259
22,MORTGAGE,1,MEDICAL,B,0.11260 ,0,0.11,N,4,11.61277985,9.413362845
22,MORTGAGE,3,EDUCATION,C,0.13060 ,1,0.08,Y,3,11.49940447,8.922791624
21,MORTGAGE,4,VENTURE,A,0.07490 ,0,0.25,N,2,11.61729449,10.2399955
26,MORTGAGE,10,MEDICAL,A,0.05790 ,0,0.05,N,3,11.61729449,8.517393171
21,OWN,3,VENTURE,A,0.07880 ,0,0.14,N,3,10.2399955,8.294299609
22,RENT,3,EDUCATION,B,0.10250 ,1,0.41,N,4,10.51870022,9.615872145
22,RENT,6,PERSONAL,D,0.10990 ,1,0.48,Y,4,10.34177474,9.615872145
23,MORTGAGE,7,MEDICAL,B,0.11890 ,0,0.08,N,2,11.61729449,9.030136571
23,OWN,1,EDUCATION,C,0.10990 ,0,0.27,N,3,10.2399955,8.922791624
26,OWN,4,EDUCATION,A,0.07880 ,0,0.6,N,4,10.2399955,9.726213237
26,MORTGAGE,4,EDUCATION,C,0.13610 ,0,0.13,Y,2,11.61861793,9.615872145
23,OWN,0,VENTURE,B,0.10990 ,0,0.04,N,4,10.2399955,7.13169851
23,MORTGAGE,1,DEBTCONSOLIDATION,A,0.08000 ,0,0.09,N,3,11.61864492,9.210440367
24,MORTGAGE,1,EDUCATION,A,0.07900 ,0,0.13,N,4,11.61944531,9.546884035
25,MORTGAGE,2,PERSONAL,B,0.12530 ,0,0.18,N,3,11.61965205,9.903537551
25,RENT,5,DEBTCONSOLIDATION,C,0.13480 ,1,0.4,N,3,10.5405669,9.615872145
21,RENT,6,PERSONAL,C,0.15270 ,1,0.47,Y,3,10.37352243,9.615872145
22,RENT,6,PERSONAL,A,0.07880 ,1,0.39,N,3,10.54536775,9.615872145
25,RENT,9,PERSONAL,E,0.16450 ,1,0.39,Y,3,10.54536775,9.615872145
25,MORTGAGE,2,MEDICAL,C,0.11780 ,0,0.14,Y,4,11.62622736,9.680406499
22,RENT,0,EDUCATION,C,0.10990 ,1,0.39,Y,4,10.54536775,9.615872145
24,MORTGAGE,8,PERSONAL,B,0.11710 ,0,0.18,N,3,11.62626308,9.923339198
23,RENT,7,EDUCATION,A,0.06170 ,1,0.39,N,2,10.55583878,9.615872145
22,MORTGAGE,2,PERSONAL,A,0.08900 ,0,0.04,N,3,11.62626308,8.294299609
24,RENT,0,EDUCATION,A,0.09630 ,1,0.38,N,4,10.57134257,9.615872145
24,MORTGAGE,0,DEBTCONSOLIDATION,B,0.09910 ,0,0.05,N,4,11.62626308,8.699681401
26,RENT,10,MEDICAL,C,0.13060 ,1,0.38,Y,3,10.59655973,9.615872145
25,MORTGAGE,0,HOMEIMPROVEMENT,A,0.06990 ,0,0.14,N,4,11.62626308,9.680406499
23,MORTGAGE,5,PERSONAL,B,0.11990 ,0,0.11,N,3,11.62626308,9.392745259
24,MORTGAGE,8,DEBTCONSOLIDATION,A,0.05420 ,0,0.03,N,4,11.62626308,8.160803921
21,RENT,6,DEBTCONSOLIDATION,C,0.14270 ,1,0.38,N,3,10.59665973,9.615872145
24,MORTGAGE,0,EDUCATION,A,0.05990 ,0,0.03,N,3,11.62626308,8.006700845
24,MORTGAGE,8,DEBTCONSOLIDATION,A,0.06910 ,0,0.18,N,4,11.62626308,9.903537551
23,RENT,6,VENTURE,B,0.11710 ,1,0.38,N,4,10.59665973,9.615872145
24,MORTGAGE,5,PERSONAL,D,0.15310 ,0,0.13,N,4,11.62626308,9.615872145
23,RENT,1,EDUCATION,B,0.11710 ,1,0.44,N,4,10.43414521,9.615872145
26,RENT,4,MEDICAL,B,0.10990 ,1,0.38,N,3,10.59665973,9.615872145
24,OTHER,4,PERSONAL,A,0.09320 ,0,0.08,N,2,11.62626308,9.105090961
26,MORTGAGE,4,MEDICAL,B,0.09330 ,1,0.03,N,3,11.3504183,7.919719761
25,MORTGAGE,4,EDUCATION,B,0.09640 ,1,0.09,N,3,11.51293546,9.105090961
23,RENT,7,PERSONAL,A,0.07490 ,1,0.38,N,3,10.59665973,9.615872145
24,RENT,0,MEDICAL,A,0.07880 ,1,0.38,N,4,10.59665973,9.615872145
23,MORTGAGE,1,DEBTCONSOLIDATION,C,0.13230 ,0,0.05,Y,2,11.6298637,8.699681401
26,RENT,2,DEBTCONSOLIDATION,C,0.14220 ,1,0.38,Y,3,10.59665973,9.615872145
24,MORTGAGE,3,EDUCATION,C,0.13110 ,0,0.08,Y,3,11.63071739,9.059633755
25,MORTGAGE,6,PERSONAL,B,0.11140 ,0,0.16,N,3,11.63071739,9.798182591
23,RENT,0,VENTURE,A,0.08940 ,1,0.38,N,4,10.59665973,9.615872145
24,RENT,1,EDUCATION,C,0.12870 ,1,0.38,Y,3,10.59665973,9.615872145
24,MORTGAGE,6,PERSONAL,B,0.09990 ,0,0.21,N,4,11.63239596,10.08585078
22,MORTGAGE,6,VENTURE,C,0.13060 ,0,0.06,Y,4,11.63314996,8.764209507
23,MORTGAGE,3,DEBTCONSOLIDATION,B,0.10990 ,0,0.31,N,4,11.63338048,10.46313191
23,MORTGAGE,2,MEDICAL,A,0.06910 ,0,0.18,N,2,11.63493954,9.903537551
26,RENT,9,HOMEIMPROVEMENT,C,0.13980 ,1,0.43,N,2,10.46278901,9.615872145
23,MORTGAGE,2,VENTURE,A,0.07490 ,0,0.2,N,2,11.63515195,10.01686088
21,OWN,3,EDUCATION,C,0.15270 ,0,0.04,Y,2,10.22560728,6.908754779
25,MORTGAGE,8,VENTURE,B,0.11490 ,0,0.19,N,4,11.63515195,9.952325335
26,MORTGAGE,2,MEDICAL,B,0.10990 ,0,0.03,N,3,11.63515195,8.07121854
24,MORTGAGE,5,EDUCATION,B,0.11990 ,0,0.16,N,4,11.63515195,9.795401103
22,RENT,3,DEBTCONSOLIDATION,C,0.12730 ,1,0.37,N,3,10.62135174,9.615872145
24,MORTGAGE,3,MEDICAL,D,0.15990 ,1,0.12,Y,4,11.36036851,9.392745259
23,MORTGAGE,4,DEBTCONSOLIDATION,A,0.07660 ,0,0.11,N,4,11.63515195,9.392745259
23,MORTGAGE,7,EDUCATION,A,0.05790 ,0,0.07,N,2,11.63515195,8.987321813
24,MORTGAGE,8,MEDICAL,D,0.10990 ,1,0.2,Y,4,11.36036851,9.903537551
24,MORTGAGE,3,EDUCATION,A,0.10990 ,1,0.07,N,4,11.5228857,8.853808275
22,MORTGAGE,6,EDUCATION,B,0.12530 ,0,0.22,N,4,11.63515195,10.1266711
24,MORTGAGE,8,VENTURE,A,0.07400 ,0,0.02,N,3,11.63515195,7.650168701
23,RENT,7,VENTURE,C,0.13490 ,1,0.36,N,3,10.64544871,9.615872145
24,MORTGAGE,5,VENTURE,B,0.10990 ,0,0.09,N,4,11.63515195,9.25922577
26,MORTGAGE,10,VENTURE,F,0.17460 ,1,0.25,N,4,11.5228857,10.1266711
22,MORTGAGE,3,MEDICAL,C,0.10990 ,0,0.11,N,2,11.6353997,9.398975291
25,MORTGAGE,9,PERSONAL,B,0.10590 ,0,0.22,N,2,11.63634591,10.1266711
23,MORTGAGE,3,EDUCATION,B,0.10620 ,0,0.21,N,3,11.63692028,10.09621313
24,MORTGAGE,2,EDUCATION,A,0.07880 ,0,0.05,N,3,11.63707044,8.699681401
23,MORTGAGE,7,EDUCATION,B,0.10990 ,0,0.03,N,3,11.63794448,8.006700845
24,MORTGAGE,8,EDUCATION,A,0.06990 ,0,0.06,N,2,11.64111637,8.881975184
23,MORTGAGE,7,EDUCATION,A,0.07900 ,0,0.13,N,4,11.64130988,9.615872145
23,RENT,7,VENTURE,B,0.11830 ,1,0.36,N,4,10.64544871,9.615872145
23,MORTGAGE,1,EDUCATION,B,0.11990 ,0,0.15,N,2,11.6439625,9.759963542
22,OWN,6,EDUCATION,B,0.11490 ,0,0.1,N,4,10.22415701,7.937731775
23,OWN,7,VENTURE,A,0.08490 ,0,0.05,N,4,11.6439625,8.699681401
24,RENT,0,VENTURE,B,0.11580 ,1,0.36,N,4,10.64544871,9.615872145
23,MORTGAGE,7,EDUCATION,C,0.12680 ,0,0.07,N,4,11.6439625,8.987321813
25,RENT,1,MEDICAL,D,0.15050 ,1,0.42,Y,2,10.49130199,9.615872145
23,MORTGAGE,4,PERSONAL,B,0.10990 ,0,0.09,N,2,11.6439625,9.210440367
26,MORTGAGE,10,PERSONAL,A,0.07140 ,0,0.13,N,2,11.6439625,9.575052928
24,RENT,8,PERSONAL,B,0.11990 ,1,0.35,N,4,10.65256601,9.615872145
24,MORTGAGE,8,VENTURE,B,0.10990 ,0,0.04,N,2,11.6439625,8.294299609
25,MORTGAGE,7,HOMEIMPROVEMENT,G,0.20160 ,1,0.25,Y,4,11.5327379,10.1266711
25,MORTGAGE,4,EDUCATION,A,0.09320 ,0,0.09,N,4,11.6439625,9.210440367
24,MORTGAGE,2,DEBTCONSOLIDATION,B,0.09760 ,0,0.13,N,3,11.6439625,9.615872145
25,OWN,9,VENTURE,C,0.13230 ,0,0.2,N,4,10.21599637,8.612685173
23,RENT,2,HOMEIMPROVEMENT,D,0.15650 ,1,0.41,N,3,10.50509494,9.615872145
23,MORTGAGE,7,EDUCATION,C,0.13060 ,0,0.09,N,3,11.64921181,9.210440367
25,MORTGAGE,7,DEBTCONSOLIDATION,C,0.13490 ,0,0.04,N,3,11.65266132,8.517393171
24,OWN,5,VENTURE,B,0.09990 ,0,0.28,N,2,10.2098319,8.922791624
