person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file,log_person_income,log_loan_amnt
26,70000,6.0,15000,0.1635,0,0.21,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11.156264806643742,9.61587214452889
26,105400,6.0,24000,0.1461,1,0.19,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11.565527402710426,10.085850775128717
23,136000,7.0,8000,0.0832,0,0.06,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.820417517632333,8.987321812850125
26,137000,3.0,21500,0.0662,0,0.16,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.827743504053695,9.975854724662028
25,70000,6.0,15000,0.1189,0,0.21,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.156264806643742,9.61587214452889
22,137000,3.0,25000,0.0999,0,0.18,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.827743504053695,10.12667110305036
26,137000,3.0,3500,0.12179999999999999,0,0.03,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.827743504053695,8.160803920954665
23,137000,0.0,11400,0.09630000000000001,0,0.08,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.827743504053695,9.34145634983372
22,137004,3.0,10000,0.0579,0,0.07,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.827772700494652,9.210440366976517
25,64000,8.0,15000,0.1442,1,0.23,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.06665398721974,9.61587214452889
26,138000,0.0,7500,0.0603,0,0.05,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.835016210489899,8.922791623969637
25,138000,9.0,8000,0.0699,0,0.06,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.835016210489899,8.987321812850125
22,70204,6.0,15000,0.157,0,0.21,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11.159174812548743,9.61587214452889
21,70500,5.0,15000,0.08,0,0.21,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.163382173096926,9.61587214452889
24,138000,8.0,16500,0.0654,0,0.12,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.835016210489899,9.711176264112805
23,138000,7.0,2700,0.1186,0,0.02,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.835016210489899,7.901377353792616
25,138000,0.0,5000,0.1186,0,0.04,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.835016210489899,8.517393171418904
25,138000,9.0,21600,0.1099,0,0.16,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.835016210489899,9.980494888896912
25,138000,3.0,9000,0.1222,0,0.07,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11.835016210489899,9.105090961257085
23,21000,4.0,3825,0.1465,0,0.18,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.952325334619427,8.249575150000199
25,126996,8.0,5000,0.1273,1,0.04,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.75191874311448,8.517393171418904
23,21000,7.0,7500,0.12689999999999999,0,0.36,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.952325334619427,8.922791623969637
23,21000,2.0,6000,0.1527,0,0.29,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.952325334619427,8.699681400989514
26,139992,0.0,14400,0.1099,0,0.1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.849347700341399,9.575052927597383
24,65000,8.0,15000,0.1632,1,0.23,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11.082157933374816,9.61587214452889
23,140000,6.0,16400,0.15960000000000002,0,0.12,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11.849404844423074,9.70509758756311
24,128000,7.0,18000,0.1727,1,0.14,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.759793355371237,9.798182590890704
25,140000,3.0,8000,0.11710000000000001,0,0.06,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.849404844423074,8.987321812850125
21,140000,2.0,18000,0.079,0,0.13,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.849404844423074,9.798182590890704
23,140000,7.0,12000,0.11710000000000001,0,0.09,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.849404844423074,9.392745258631441
25,72000,7.0,15000,0.1242,0,0.21,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.184435286790631,9.61587214452889
26,72000,6.0,15000,0.0692,0,0.21,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.184435286790631,9.61587214452889
26,66000,2.0,15000,0.1602,1,0.23,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.097425172408931,9.61587214452889
25,72000,7.0,15000,0.1268,0,0.21,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.184435286790631,9.61587214452889
23,140000,4.0,12000,0.0542,0,0.09,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.849404844423074,9.392745258631441
23,140000,7.0,12000,0.0849,0,0.09,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.849404844423074,9.392745258631441
22,72000,6.0,15000,0.17190000000000003,0,0.21,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.184435286790631,9.61587214452889
24,72000,4.0,15000,0.1099,0,0.21,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.184435286790631,9.61587214452889
22,140000,6.0,10000,0.1099,0,0.07,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.849404844423074,9.210440366976517
24,140000,3.0,4475,0.07490000000000001,0,0.03,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.849404844423074,8.406485069431817
26,21000,4.0,8000,0.1379,0,0.38,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9.952325334619427,8.987321812850125
25,140000,9.0,35000,0.1059,0,0.25,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.849404844423074,10.463131911491967
23,56525,1.0,15000,0.1148,1,0.23,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.942455988276723,9.61587214452889
23,140000,7.0,6000,0.1349,0,0.04,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,11.849404844423074,8.699681400989514
23,140000,0.0,3500,0.0579,0,0.03,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.849404844423074,8.160803920954665
24,73500,7.0,15000,0.1316,0,0.2,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11.205054290550551,9.61587214452889
23,73500,3.0,15000,0.1189,0,0.2,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.205054290550551,9.61587214452889
24,140000,5.0,25000,0.1074,0,0.18,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.849404844423074,10.12667110305036
24,140000,7.0,20000,0.0654,0,0.14,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11.849404844423074,9.90353755128617
22,140000,6.0,20000,0.0691,0,0.14,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.849404844423074,9.90353755128617
24,140000,8.0,25000,0.1036,0,0.18,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.849404844423074,10.12667110305036
25,140000,10.0,22000,0.0888,0,0.16,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.849404844423074,9.99884318585288
23,74424,4.0,15000,0.13470000000000001,0,0.2,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11.217547185883976,9.61587214452889
24,140000,8.0,16000,0.1038,0,0.11,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.849404844423074,9.680406499268875
23,140000,3.0,15000,0.1558,0,0.11,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11.849404844423074,9.61587214452889
24,75000,6.0,15000,0.11710000000000001,0,0.2,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.225256725762893,9.61587214452889
23,75000,4.0,15000,0.1099,0,0.2,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.225256725762893,9.61587214452889
25,140000,2.0,4800,0.0788,0,0.03,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.849404844423074,8.476579508530941
26,140000,5.0,13050,0.1459,0,0.09,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.849404844423074,9.476620038167528
26,140000,10.0,24250,0.1253,0,0.17,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.849404844423074,10.096213132628804
21,69000,0.0,15000,0.1528,1,0.22,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.141876276228,9.61587214452889
21,75000,5.0,15000,0.10369999999999999,0,0.2,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.225256725762893,9.61587214452889
23,58650,7.0,15000,0.1343,1,0.22,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.979359904234647,9.61587214452889
25,128000,4.0,10000,0.1158,1,0.08,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.759793355371237,9.210440366976517
21,20004,2.0,2500,0.09630000000000001,0,0.12,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.903737521291335,7.824445930877619
22,108803,6.0,10000,0.1223,1,0.08,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.597303377434056,9.210440366976517
24,140004,4.0,4000,0.16449999999999998,0,0.03,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.849433415239416,8.294299608857235
23,75000,6.0,15000,0.0654,0,0.2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.225256725762893,9.61587214452889
25,140004,8.0,4500,0.12869999999999998,0,0.03,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.849433415239416,8.412054873292933
24,140300,6.0,6000,0.1114,0,0.04,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.8515453936489,8.699681400989514
24,141000,0.0,10000,0.0599,0,0.07,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.856522261533737,9.210440366976517
24,141000,8.0,10000,0.07490000000000001,0,0.07,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.856522261533737,9.210440366976517
23,141000,1.0,15000,0.1099,0,0.11,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.856522261533737,9.61587214452889
24,141000,2.0,12000,0.1253,0,0.09,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.856522261533737,9.392745258631441
25,141996,0.0,14000,0.0751,0,0.1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.863561209599661,9.546884034617925
24,142000,0.0,7500,0.0788,0,0.05,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.863589378812122,8.922791623969637
25,69000,0.0,15000,0.16699999999999998,1,0.22,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.141876276228,9.61587214452889
24,143123,2.0,4000,0.1261,0,0.03,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.87146666636667,8.294299608857235
26,143375,10.0,12000,0.0766,0,0.08,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.873225829124001,9.392745258631441
24,132000,8.0,1500,0.1727,1,0.01,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11.790564777297387,7.313886831633462
23,144000,7.0,10000,0.0599,0,0.07,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.87757552297847,9.210440366976517
26,144000,2.0,12000,0.07490000000000001,0,0.08,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.87757552297847,9.392745258631441
23,144000,1.0,6800,0.07490000000000001,0,0.05,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.87757552297847,8.824824939175638
24,144000,4.0,14700,0.0766,0,0.1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11.87757552297847,9.595670797663967
26,75531,3.0,15000,0.1649,0,0.2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.232311686501468,9.61587214452889
24,144000,4.0,8000,0.1472,0,0.06,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.87757552297847,8.987321812850125
24,144000,8.0,14400,0.1025,0,0.1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.87757552297847,9.575052927597383
23,76000,3.0,15000,0.1074,0,0.2,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.23850177707664,9.61587214452889
26,76000,6.0,15000,0.1311,0,0.2,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.23850177707664,9.61587214452889
25,144996,2.0,25000,0.1635,0,0.17,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.884468331533505,10.12667110305036
23,145000,5.0,10000,0.11710000000000001,0,0.07,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.884495917930655,9.210440366976517
23,77000,7.0,15000,0.1242,0,0.19,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.251573687764477,9.61587214452889
24,145000,0.0,7000,0.1099,0,0.05,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.884495917930655,8.853808274977197
24,20000,2.0,3000,0.0894,0,0.15,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.90353755128617,8.006700845440367
26,145000,9.0,14000,0.1059,0,0.1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.884495917930655,9.546884034617925
24,145000,3.0,12000,0.1099,0,0.08,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.884495917930655,9.392745258631441
25,145000,9.0,8000,0.0849,0,0.06,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11.884495917930655,8.987321812850125
26,77368,1.0,15000,0.1,0,0.19,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.256341462553678,9.61587214452889
23,73000,7.0,15000,0.0751,1,0.21,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.19822841866684,9.61587214452889
22,20000,7.0,3200,0.12210000000000001,0,0.16,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.90353755128617,8.071218539969863
23,145000,3.0,12000,0.10369999999999999,0,0.08,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.884495917930655,9.392745258631441
22,145000,6.0,12000,0.0692,0,0.08,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.884495917930655,9.392745258631441
23,145000,0.0,14400,0.0579,0,0.1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.884495917930655,9.575052927597383
23,80000,5.0,15000,0.12689999999999999,0,0.19,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.289794413577894,9.61587214452889
25,145000,7.0,12000,0.0579,0,0.08,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.884495917930655,9.392745258631441
21,80000,3.0,15000,0.1099,0,0.19,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.289794413577894,9.61587214452889
25,145000,3.0,25000,0.11359999999999999,0,0.17,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.884495917930655,10.12667110305036
24,145000,4.0,20000,0.11359999999999999,0,0.14,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.884495917930655,9.90353755128617
23,145000,7.0,20800,0.1183,0,0.14,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.884495917930655,9.942756341456828
24,145000,2.0,11500,0.1114,0,0.08,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.884495917930655,9.350189267092581
26,113050,4.0,9000,0.1253,1,0.07,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.635594323310514,9.105090961257085
26,80000,11.0,15000,0.0849,0,0.19,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.289794413577894,9.61587214452889
25,133000,8.0,3000,0.179,1,0.02,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11.798111925972618,8.006700845440367
25,145000,3.0,7500,0.1008,0,0.05,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.884495917930655,8.922791623969637
21,19800,4.0,6800,0.1459,1,0.34,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.893487720457795,8.824824939175638
24,145008,8.0,5000,0.09630000000000001,0,0.03,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.88455108844203,8.517393171418904
23,145596,0.0,4700,0.0692,0,0.03,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.888597810136845,8.45553053102413
24,19764,0.0,4800,0.1361,1,0.24,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9.891667975730785,8.476579508530941
25,133900,9.0,7500,0.1349,1,0.06,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,11.804855999911272,8.922791623969637
26,145992,0.0,20000,0.1099,0,0.14,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11.891313954335587,9.90353755128617
26,19500,0.0,5000,0.08,1,0.26,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.87822102528824,8.517393171418904
21,146000,5.0,4000,0.13720000000000002,0,0.03,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.891368749982085,8.294299608857235
24,134000,2.0,25000,0.1483,1,0.19,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11.80560254159177,10.12667110305036
25,146990,0.0,28000,0.1099,0,0.19,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.898126639396782,10.239995502805316
23,147000,2.0,24000,0.1099,0,0.16,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.898194668458823,10.085850775128717
26,147000,3.0,4100,0.0692,0,0.03,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11.898194668458823,8.31898612539206
23,147000,4.0,25000,0.1025,0,0.17,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.898194668458823,10.12667110305036
23,74000,1.0,15000,0.1565,1,0.2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11.211833885608513,9.61587214452889
26,147996,10.0,7500,0.08,0,0.05,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.904947282270538,8.922791623969637
26,80004,8.0,15000,0.1189,0,0.19,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.289844411702974,9.61587214452889
22,148000,6.0,15000,0.0766,0,0.1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.904974309480183,9.61587214452889
21,19200,0.0,2400,0.09910000000000001,0,0.13,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.862717639992917,7.783640596221253
24,148000,0.0,4000,0.0788,0,0.03,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.904974309480183,8.294299608857235
24,136000,9.0,25000,0.1913,1,0.18,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.820417517632333,10.12667110305036
23,75000,0.0,15000,0.13570000000000002,1,0.2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,11.225256725762893,9.61587214452889
23,81960,7.0,15000,0.10619999999999999,0,0.18,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.313998803352098,9.61587214452889
25,136112,9.0,15600,0.1942,1,0.11,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.821240702079473,9.65509029374725
23,149385,7.0,7000,0.0894,0,0.05,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.914288839123973,8.853808274977197
26,149400,1.0,7000,0.0662,0,0.05,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.914389245098882,8.853808274977197
23,84000,4.0,15000,0.0603,0,0.18,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.338583982516495,9.61587214452889
23,149981,7.0,25000,0.1298,0,0.17,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.918270565877817,10.12667110305036
25,150000,0.0,14400,0.08900000000000001,0,0.1,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.918397239722838,9.575052927597383
25,150000,9.0,20000,0.1465,0,0.13,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11.918397239722838,9.90353755128617
25,78000,4.0,15000,0.1099,1,0.19,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.264476926102367,9.61587214452889
25,150000,9.0,7500,0.08900000000000001,0,0.05,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.918397239722838,8.922791623969637
23,84000,0.0,15000,0.1134,0,0.18,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.338583982516495,9.61587214452889
26,84000,4.0,15000,0.1014,0,0.18,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.338583982516495,9.61587214452889
25,150000,3.0,12000,0.1099,0,0.08,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.918397239722838,9.392745258631441
24,150000,8.0,8000,0.08900000000000001,0,0.05,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.918397239722838,8.987321812850125
26,150000,8.0,35000,0.15960000000000002,0,0.23,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.918397239722838,10.463131911491967
23,19200,4.0,6000,0.0654,1,0.31,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.862717639992917,8.699681400989514
21,19200,5.0,3300,0.0617,1,0.17,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.862717639992917,8.101980731853192
25,85000,2.0,15000,0.079,0,0.18,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.350418300109132,9.61587214452889
25,150000,9.0,10000,0.0542,0,0.07,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.918397239722838,9.210440366976517
24,150000,8.0,25000,0.12990000000000002,0,0.17,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,11.918397239722838,10.12667110305036
23,85000,7.0,15000,0.1099,0,0.18,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.350418300109132,9.61587214452889
26,19200,7.0,4500,0.0788,1,0.23,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.862717639992917,8.412054873292933
23,150000,7.0,30000,0.0999,0,0.2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.918397239722838,10.308985993422082
25,150000,8.0,5000,0.12990000000000002,0,0.03,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.918397239722838,8.517393171418904
23,85000,7.0,15000,0.1459,0,0.18,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.350418300109132,9.61587214452889
24,85000,0.0,15000,0.1311,0,0.18,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.350418300109132,9.61587214452889
21,85000,2.0,15000,0.10949999999999999,0,0.18,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.350418300109132,9.61587214452889
26,150000,6.0,6400,0.1562,0,0.04,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11.918397239722838,8.764209507142004
24,85100,3.0,15000,0.1099,0,0.18,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11.35159406537374,9.61587214452889
24,150000,9.0,24000,0.07490000000000001,0,0.16,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.918397239722838,10.085850775128717
25,86004,1.0,15000,0.1253,0,0.17,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,11.362160713080492,9.61587214452889
25,150000,9.0,12000,0.1099,0,0.08,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.918397239722838,9.392745258631441
25,150000,9.0,8200,0.0579,0,0.05,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.918397239722838,9.012011377036412
26,87000,6.0,15000,0.0599,0,0.17,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.373674891823535,9.61587214452889
22,19008,4.0,12000,0.0542,1,0.63,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.852667830206153,9.392745258631441
23,150000,7.0,9600,0.0692,0,0.06,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.918397239722838,9.169622538697624
22,87000,6.0,15000,0.10619999999999999,0,0.17,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.373674891823535,9.61587214452889
26,150000,1.0,6000,0.1074,0,0.04,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.918397239722838,8.699681400989514
22,150000,3.0,25000,0.11109999999999999,0,0.17,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.918397239722838,10.12667110305036
25,150000,9.0,25000,0.10369999999999999,0,0.17,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.918397239722838,10.12667110305036
25,150000,4.0,6000,0.0766,0,0.04,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.918397239722838,8.699681400989514
